Wikidata ID,nLab,nLab link
Q1744580,class field theory,https://ncatlab.org/nlab/show/class+field+theory
Q986909,class function,https://ncatlab.org/nlab/show/class+function
Q943927,class number,https://ncatlab.org/nlab/show/class+number
Q3291120,class number formula,https://ncatlab.org/nlab/show/class+number+formula
Q1664689,class object,https://ncatlab.org/nlab/show/class+object
Q567560,classical anomaly,https://ncatlab.org/nlab/show/classical+anomaly
Q377930,classical electrodynamics,https://ncatlab.org/nlab/show/classical+electrodynamics
Q2603912,classical field theory,https://ncatlab.org/nlab/show/classical+field+theory
Q2285809,classical Lie group,https://ncatlab.org/nlab/show/classical+Lie+group
Q3090317,classical limit,https://ncatlab.org/nlab/show/classical+limit
Q236975,classical logic,https://ncatlab.org/nlab/show/classical+logic
Q11397,classical mechanics,https://ncatlab.org/nlab/show/classical+mechanics
Q81745,classical physics,https://ncatlab.org/nlab/show/classical+physics
Q1340623,classification of finite simple groups,https://ncatlab.org/nlab/show/classification+of+finite+simple+groups
Q17099363,classifying space,https://ncatlab.org/nlab/show/classifying+space
Q17006942,classifying topos,https://ncatlab.org/nlab/show/classifying+topos
Q634850,Claude Chevalley,https://ncatlab.org/nlab/show/Claude+Chevalley
Q2977227,Claude Crépeau,https://ncatlab.org/nlab/show/Claude+Cr%C3%A9peau
Q128126,Claude Lévi-Strauss,https://ncatlab.org/nlab/show/Claude+L%C3%A9vi-Strauss
Q15433438,Claude Sabbah,https://ncatlab.org/nlab/show/Claude+Sabbah
Q92760,Claude Shannon,https://ncatlab.org/nlab/show/Claude+Shannon
Q47456512,Claudia de Rham,https://ncatlab.org/nlab/show/Claudia+de+Rham
Q1098136,Claudio Procesi,https://ncatlab.org/nlab/show/Claudio+Procesi
Q440387,Claudio Teitelboim,https://ncatlab.org/nlab/show/Claudio+Teitelboim
Q14915113,Claus Michael Ringel,https://ncatlab.org/nlab/show/Claus+Michael+Ringel
Q23749629,Claus Montonen,https://ncatlab.org/nlab/show/Claus+Montonen
Q347889,cleavage,https://ncatlab.org/nlab/show/cleavage
Q898619,Clebsch-Gordan coefficient,https://ncatlab.org/nlab/show/Clebsch-Gordan+coefficient
Q84925,Clemens Berger,https://ncatlab.org/nlab/show/Clemens+Berger
Q674689,Clifford algebra,https://ncatlab.org/nlab/show/Clifford+algebra
Q5133084,Clifford bundle,https://ncatlab.org/nlab/show/Clifford+bundle
Q3117675,Clifford group,https://ncatlab.org/nlab/show/Clifford+group
Q5132640,Clifford Johnson,https://ncatlab.org/nlab/show/Clifford+Johnson
Q7879936,Clifford module,https://ncatlab.org/nlab/show/Clifford+module
Q16949216,Clifford module bundle,https://ncatlab.org/nlab/show/Clifford+module+bundle
Q544991,Clifford Taubes,https://ncatlab.org/nlab/show/Clifford+Taubes
Q950146,Clifford Truesdell,https://ncatlab.org/nlab/show/Clifford+Truesdell
Q761631,clique,https://ncatlab.org/nlab/show/clique
Q838048,clone,https://ncatlab.org/nlab/show/clone
Q320369,clopen subset,https://ncatlab.org/nlab/show/clopen+subset
Q5135329,closed category,https://ncatlab.org/nlab/show/closed+category
Q2100733,closed differential form,https://ncatlab.org/nlab/show/closed+differential+form
Q3077475,closed form,https://ncatlab.org/nlab/show/closed+form
Q1068085,closed graph theorem,https://ncatlab.org/nlab/show/closed+graph+theorem
Q1517914,closed manifold,https://ncatlab.org/nlab/show/closed+manifold
Q2632649,closed map,https://ncatlab.org/nlab/show/closed+map
Q5135347,closed monoidal category,https://ncatlab.org/nlab/show/closed+monoidal+category
Q147978,closed point,https://ncatlab.org/nlab/show/closed+point
Q1046291,closed subgroup,https://ncatlab.org/nlab/show/closed+subgroup
Q16783922,closed subscheme,https://ncatlab.org/nlab/show/closed+subscheme
Q660730,closed subspace,https://ncatlab.org/nlab/show/closed+subspace
Q1876815,closed time-like curve,https://ncatlab.org/nlab/show/closed+time-like+curve
Q10894825,closure algebra,https://ncatlab.org/nlab/show/closure+algebra
Q10564851,closure operator,https://ncatlab.org/nlab/show/closure+operator
Q182949,club,https://ncatlab.org/nlab/show/club
Q5136690,cluster algebra,https://ncatlab.org/nlab/show/cluster+algebra
Q5136698,cluster decomposition,https://ncatlab.org/nlab/show/cluster+decomposition
Q5136742,clutching construction,https://ncatlab.org/nlab/show/clutching+construction
Q1777803,co-associativity,https://ncatlab.org/nlab/show/co-associativity
Q5137654,coadjoint action,https://ncatlab.org/nlab/show/coadjoint+action
Q5137654,coadjoint orbit,https://ncatlab.org/nlab/show/coadjoint+orbit
Q3062935,coalgebra,https://ncatlab.org/nlab/show/coalgebra
Q4502433,coarse structure,https://ncatlab.org/nlab/show/coarse+structure
Q5138065,coarse topology,https://ncatlab.org/nlab/show/coarse+topology
Q2546666,cobordism,https://ncatlab.org/nlab/show/cobordism
Q16910990,cobordism hypothesis,https://ncatlab.org/nlab/show/cobordism+hypothesis
Q2546666,cobordism theory,https://ncatlab.org/nlab/show/cobordism+theory
Q1143328,coboundary,https://ncatlab.org/nlab/show/coboundary
Q18205845,cocartesian monoidal category,https://ncatlab.org/nlab/show/cocartesian+monoidal+category
Q1198376,cochain,https://ncatlab.org/nlab/show/cochain
Q1143328,cochain complex,https://ncatlab.org/nlab/show/cochain+complex
Q1777803,cocommutative coalgebra,https://ncatlab.org/nlab/show/cocommutative+coalgebra
Q4370335,cocomplete category,https://ncatlab.org/nlab/show/cocomplete+category
Q1850712,cocone,https://ncatlab.org/nlab/show/cocone
Q1322614,cocontinuous functor,https://ncatlab.org/nlab/show/cocontinuous+functor
Q5139921,cocycle,https://ncatlab.org/nlab/show/cocycle
Q97359844,codensity monad,https://ncatlab.org/nlab/show/codensity+monad
Q1778247,codimension,https://ncatlab.org/nlab/show/codimension
Q602136,coding theory,https://ncatlab.org/nlab/show/coding+theory
Q50700,coefficient,https://ncatlab.org/nlab/show/coefficient
Q5140810,coequalizer,https://ncatlab.org/nlab/show/coequalizer
Q325980,coercion,https://ncatlab.org/nlab/show/coercion
Q16858946,coextension of scalars,https://ncatlab.org/nlab/show/coextension+of+scalars
Q306560,cofiber,https://ncatlab.org/nlab/show/cofiber
Q7260695,cofiber sequence,https://ncatlab.org/nlab/show/cofiber+sequence
Q1048949,cofibration,https://ncatlab.org/nlab/show/cofibration
Q5141045,cofinal,https://ncatlab.org/nlab/show/cofinal
Q1283623,cofinality,https://ncatlab.org/nlab/show/cofinality
Q3491998,cofinite subset,https://ncatlab.org/nlab/show/cofinite+subset
Q3491998,cofinite topology,https://ncatlab.org/nlab/show/cofinite+topology
Q5141056,coframe,https://ncatlab.org/nlab/show/coframe
Q2855673,cofree coalgebra,https://ncatlab.org/nlab/show/cofree+coalgebra
Q17000267,cogenerator,https://ncatlab.org/nlab/show/cogenerator
Q765994,cogroup,https://ncatlab.org/nlab/show/cogroup
Q2893695,Cohen-Macaulay module,https://ncatlab.org/nlab/show/Cohen-Macaulay+module
Q2893695,Cohen-Macaulay ring,https://ncatlab.org/nlab/show/Cohen-Macaulay+ring
Q5141363,coherence space,https://ncatlab.org/nlab/show/coherence+space
Q85753249,coherence theorem,https://ncatlab.org/nlab/show/coherence+theorem
Q25303633,coherent cohomology,https://ncatlab.org/nlab/show/coherent+cohomology
Q1340572,coherent module,https://ncatlab.org/nlab/show/coherent+module
Q2851410,coherent ring,https://ncatlab.org/nlab/show/coherent+ring
Q906907,coherent sheaf,https://ncatlab.org/nlab/show/coherent+sheaf
Q7575210,coherent space,https://ncatlab.org/nlab/show/coherent+space
Q1032070,coherent state,https://ncatlab.org/nlab/show/coherent+state
Q97354613,coherent topos,https://ncatlab.org/nlab/show/coherent+topos
Q294876,cohesive,https://ncatlab.org/nlab/show/cohesive
Q19596425,cohomological descent,https://ncatlab.org/nlab/show/cohomological+descent
Q5141396,cohomological dimension,https://ncatlab.org/nlab/show/cohomological+dimension
Q1198376,cohomology,https://ncatlab.org/nlab/show/cohomology
Q1198376,cohomology group,https://ncatlab.org/nlab/show/cohomology+group
Q5141397,cohomology operation,https://ncatlab.org/nlab/show/cohomology+operation
Q5141399,cohomology ring,https://ncatlab.org/nlab/show/cohomology+ring
Q5141401,cohomotopy,https://ncatlab.org/nlab/show/cohomotopy
Q9388290,coimage,https://ncatlab.org/nlab/show/coimage
Q4227156,coinduction,https://ncatlab.org/nlab/show/coinduction
Q288465,coinvariant,https://ncatlab.org/nlab/show/coinvariant
Q2156511,cokernel,https://ncatlab.org/nlab/show/cokernel
Q671663,Coleman-Mandula theorem,https://ncatlab.org/nlab/show/Coleman-Mandula+theorem
Q1322614,colimit,https://ncatlab.org/nlab/show/colimit
Q5145379,Colin McLarty,https://ncatlab.org/nlab/show/Colin+McLarty
Q21027088,Colin Rourke,https://ncatlab.org/nlab/show/Colin+Rourke
Q1779341,collection,https://ncatlab.org/nlab/show/collection
Q390741,collineation,https://ncatlab.org/nlab/show/collineation
Q1433083,collision entropy,https://ncatlab.org/nlab/show/collision+entropy
Q5147828,colocalization,https://ncatlab.org/nlab/show/colocalization
Q5147873,Colombeau algebra,https://ncatlab.org/nlab/show/Colombeau+algebra
Q380528,color charge,https://ncatlab.org/nlab/show/color+charge
Q1396451,colour superconductivity,https://ncatlab.org/nlab/show/colour+superconductivity
Q5150824,combinatorial design,https://ncatlab.org/nlab/show/combinatorial+design
Q906377,combinatorial geometry,https://ncatlab.org/nlab/show/combinatorial+geometry
Q3526736,combinatorial group theory,https://ncatlab.org/nlab/show/combinatorial+group+theory
Q2940480,combinatorial map,https://ncatlab.org/nlab/show/combinatorial+map
Q76592,combinatorics,https://ncatlab.org/nlab/show/combinatorics
Q730974,combinatory categorial grammar,https://ncatlab.org/nlab/show/combinatory+categorial+grammar
Q1481571,combinatory logic,https://ncatlab.org/nlab/show/combinatory+logic
Q1780005,comma category,https://ncatlab.org/nlab/show/comma+category
Q190629,commutant,https://ncatlab.org/nlab/show/commutant
Q727659,Commutative Algebra,https://ncatlab.org/nlab/show/Commutative+Algebra
Q727659,commutative algebra,https://ncatlab.org/nlab/show/commutative+algebra
Q621542,commutative diagram,https://ncatlab.org/nlab/show/commutative+diagram
Q5419309,commutative magma,https://ncatlab.org/nlab/show/commutative+magma
Q7624569,commutative monad,https://ncatlab.org/nlab/show/commutative+monad
Q208237,commutative monoid,https://ncatlab.org/nlab/show/commutative+monoid
Q165474,commutative operation,https://ncatlab.org/nlab/show/commutative+operation
Q7574800,commutative semigroup,https://ncatlab.org/nlab/show/commutative+semigroup
Q621542,commutative square,https://ncatlab.org/nlab/show/commutative+square
Q621542,commutative triangle,https://ncatlab.org/nlab/show/commutative+triangle
Q1970172,commutative von Neumann algebra,https://ncatlab.org/nlab/show/commutative+von+Neumann+algebra
Q2989763,commutator,https://ncatlab.org/nlab/show/commutator
Q522216,commutator subgroup,https://ncatlab.org/nlab/show/commutator+subgroup
Q1308,Como,https://ncatlab.org/nlab/show/Como
Q5155179,comodule,https://ncatlab.org/nlab/show/comodule
Q1630568,comonad,https://ncatlab.org/nlab/show/comonad
Q2785361,comonoid,https://ncatlab.org/nlab/show/comonoid
Q2092045,comoving time,https://ncatlab.org/nlab/show/comoving+time
Q5155301,compact closed category,https://ncatlab.org/nlab/show/compact+closed+category
Q5155306,compact element,https://ncatlab.org/nlab/show/compact+element
Q381892,compact Hausdorff space,https://ncatlab.org/nlab/show/compact+Hausdorff+space
Q5155287,compact Lie algebra,https://ncatlab.org/nlab/show/compact+Lie+algebra
Q1887083,compact Lie group,https://ncatlab.org/nlab/show/compact+Lie+group
Q65090869,compact object,https://ncatlab.org/nlab/show/compact+object
Q1780743,compact operator,https://ncatlab.org/nlab/show/compact+operator
Q381892,compact space,https://ncatlab.org/nlab/show/compact+space
Q1136376,compact support,https://ncatlab.org/nlab/show/compact+support
Q936434,compact symplectic group,https://ncatlab.org/nlab/show/compact+symplectic+group
Q1887083,compact topological group,https://ncatlab.org/nlab/show/compact+topological+group
Q1669863,compact-open topology,https://ncatlab.org/nlab/show/compact-open+topology
Q546145,compactification,https://ncatlab.org/nlab/show/compactification
Q1149458,compactness theorem,https://ncatlab.org/nlab/show/compactness+theorem
Q381892,compactum,https://ncatlab.org/nlab/show/compactum
Q28113351,comparison,https://ncatlab.org/nlab/show/comparison
Q5156040,comparison theorem,https://ncatlab.org/nlab/show/comparison+theorem
Q19924622,complement,https://ncatlab.org/nlab/show/complement
Q5156434,complemented lattice,https://ncatlab.org/nlab/show/complemented+lattice
Q5156516,complete algebraic variety,https://ncatlab.org/nlab/show/complete+algebraic+variety
Q5156447,complete Boolean algebra,https://ncatlab.org/nlab/show/complete+Boolean+algebra
Q4370335,complete category,https://ncatlab.org/nlab/show/complete+category
Q5156498,complete field,https://ncatlab.org/nlab/show/complete+field
Q45715,complete graph,https://ncatlab.org/nlab/show/complete+graph
Q5156470,complete Heyting algebra,https://ncatlab.org/nlab/show/complete+Heyting+algebra
Q5156503,complete intersection ring,https://ncatlab.org/nlab/show/complete+intersection+ring
Q2362924,complete lattice,https://ncatlab.org/nlab/show/complete+lattice
Q3412598,complete quadrangle,https://ncatlab.org/nlab/show/complete+quadrangle
Q7446190,complete Segal space,https://ncatlab.org/nlab/show/complete+Segal+space
Q848569,complete space,https://ncatlab.org/nlab/show/complete+space
Q3508260,complete theory,https://ncatlab.org/nlab/show/complete+theory
Q104842536,complete topological vector space,https://ncatlab.org/nlab/show/complete+topological+vector+space
Q5156529,completely distributive lattice,https://ncatlab.org/nlab/show/completely+distributive+lattice
Q902052,completeness theorem,https://ncatlab.org/nlab/show/completeness+theorem
Q50704,completing the square,https://ncatlab.org/nlab/show/completing+the+square
Q848569,completion,https://ncatlab.org/nlab/show/completion
Q3685258,completion of a group,https://ncatlab.org/nlab/show/completion+of+a+group
Q3685258,completion of a module,https://ncatlab.org/nlab/show/completion+of+a+module
Q3685258,completion of a ring,https://ncatlab.org/nlab/show/completion+of+a+ring
Q28839103,complex,https://ncatlab.org/nlab/show/complex
Q193756,complex analysis,https://ncatlab.org/nlab/show/complex+analysis
Q3889649,complex analytic space,https://ncatlab.org/nlab/show/complex+analytic+space
Q381040,complex conjugation,https://ncatlab.org/nlab/show/complex+conjugation
Q266237,complex curve,https://ncatlab.org/nlab/show/complex+curve
Q2137810,complex geometry,https://ncatlab.org/nlab/show/complex+geometry
Q85753695,complex Lie algebra,https://ncatlab.org/nlab/show/complex+Lie+algebra
Q5156554,complex Lie group,https://ncatlab.org/nlab/show/complex+Lie+group
Q16889279,complex line,https://ncatlab.org/nlab/show/complex+line
Q578874,complex manifold,https://ncatlab.org/nlab/show/complex+manifold
Q11567,complex number,https://ncatlab.org/nlab/show/complex+number
Q16950707,complex oriented cohomology theory,https://ncatlab.org/nlab/show/complex+oriented+cohomology+theory
Q4426755,complex projective plane,https://ncatlab.org/nlab/show/complex+projective+plane
Q2538404,complex projective space,https://ncatlab.org/nlab/show/complex+projective+space
Q5156607,complex structure,https://ncatlab.org/nlab/show/complex+structure
Q2584390,complex surface,https://ncatlab.org/nlab/show/complex+surface
Q854457,complex system,https://ncatlab.org/nlab/show/complex+system
Q5156610,complex torus,https://ncatlab.org/nlab/show/complex+torus
Q648995,complex variety,https://ncatlab.org/nlab/show/complex+variety
Q18705746,complex vector bundle,https://ncatlab.org/nlab/show/complex+vector+bundle
Q125977,complex vector space,https://ncatlab.org/nlab/show/complex+vector+space
Q445569,complexification,https://ncatlab.org/nlab/show/complexification
Q908207,complexity class,https://ncatlab.org/nlab/show/complexity+class
Q652567,complexity theory,https://ncatlab.org/nlab/show/complexity+theory
Q1014491,composite knot,https://ncatlab.org/nlab/show/composite+knot
Q226952,composition,https://ncatlab.org/nlab/show/composition
Q2835957,composition algebra,https://ncatlab.org/nlab/show/composition+algebra
Q5156801,composition ring,https://ncatlab.org/nlab/show/composition+ring
Q2525646,composition series,https://ncatlab.org/nlab/show/composition+series
Q936559,compositionality,https://ncatlab.org/nlab/show/compositionality
Q2667573,Comptes rendus hebdomadaires des séances de l'Académie des sciences,https://ncatlab.org/nlab/show/Comptes+rendus+hebdomadaires+des+s%C3%A9ances+de+l%27Acad%C3%A9mie+des+sciences
Q1145377,Compton wavelength,https://ncatlab.org/nlab/show/Compton+wavelength
Q818888,computability,https://ncatlab.org/nlab/show/computability
Q5157264,computable analysis,https://ncatlab.org/nlab/show/computable+analysis
Q1148456,computable function,https://ncatlab.org/nlab/show/computable+function
Q818895,computable real number,https://ncatlab.org/nlab/show/computable+real+number
Q877945,computable set,https://ncatlab.org/nlab/show/computable+set
Q7226477,computad,https://ncatlab.org/nlab/show/computad
Q12525525,computation,https://ncatlab.org/nlab/show/computation
Q909554,computational physics,https://ncatlab.org/nlab/show/computational+physics
Q4129926,computational topology,https://ncatlab.org/nlab/show/computational+topology
Q21198,computer science,https://ncatlab.org/nlab/show/computer+science
Q126002,concatenation,https://ncatlab.org/nlab/show/concatenation
Q343586,concordance,https://ncatlab.org/nlab/show/concordance
Q1575634,concrete category,https://ncatlab.org/nlab/show/concrete+category
Q223557,concrete object,https://ncatlab.org/nlab/show/concrete+object
Q1414548,concurrency theory,https://ncatlab.org/nlab/show/concurrency+theory
Q1781176,condensate,https://ncatlab.org/nlab/show/condensate
Q107427296,condensed mathematics,https://ncatlab.org/nlab/show/condensed+mathematics
