Child Lean,Child Label,Child Wikidata ID,Child Mathlib Link,Parent Lean,Parent Label,Parent Wikidata ID,Parent Mathlib Link,Depth,Path
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,One,,,,4,Semiring > NonAssocSemiring > AddCommMonoidWithOne > AddMonoidWithOne > One
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,Zero,,,,4,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > MulZeroClass > Zero
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,AddCommMagma,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddCommMagma,5,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > AddCommMonoid > AddCommSemigroup > AddCommMagma
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,AddSemigroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddSemigroup,5,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > AddCommMonoid > AddMonoid > AddSemigroup
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,AddZeroClass,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddZeroClass,5,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > AddCommMonoid > AddMonoid > AddZeroClass
Semiring,semiring,Q1333055,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Semiring,AddZero,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Defs.html#AddZero,6,Semiring > NonUnitalSemiring > NonUnitalNonAssocSemiring > AddCommMonoid > AddMonoid > AddZeroClass > AddZero
Subgroup,subgroup,Q466109,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Subgroup/Defs.html#Subgroup,Submonoid,submonoid,Q121499459,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Submonoid/Defs.html#Submonoid,1,Subgroup > Submonoid
Subgroup,subgroup,Q466109,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Subgroup/Defs.html#Subgroup,Subsemigroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Subsemigroup/Defs.html#Subsemigroup,2,Subgroup > Submonoid > Subsemigroup
Submonoid,submonoid,Q121499459,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Submonoid/Defs.html#Submonoid,Subsemigroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Subsemigroup/Defs.html#Subsemigroup,1,Submonoid > Subsemigroup
Subring,subring,Q929536,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Subring/Defs.html#Subring,AddSubgroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Subgroup/Defs.html#AddSubgroup,1,Subring > AddSubgroup
Subring,subring,Q929536,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Subring/Defs.html#Subring,Subsemiring,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Ring/Subsemiring/Defs.html#Subsemiring,1,Subring > Subsemiring
Subring,subring,Q929536,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Subring/Defs.html#Subring,AddSubmonoid,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Submonoid/Defs.html#AddSubmonoid,2,Subring > Subsemiring > AddSubmonoid
Subring,subring,Q929536,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Subring/Defs.html#Subring,Submonoid,submonoid,Q121499459,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Submonoid/Defs.html#Submonoid,2,Subring > Subsemiring > Submonoid
Subring,subring,Q929536,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Subring/Defs.html#Subring,AddSubsemigroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Subsemigroup/Defs.html#AddSubsemigroup,3,Subring > Subsemiring > AddSubmonoid > AddSubsemigroup
Subring,subring,Q929536,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Subring/Defs.html#Subring,Subsemigroup,,,https://leanprover-community.github.io/mathlib4_docs/Algebra/Group/Subsemigroup/Defs.html#Subsemigroup,3,Subring > Subsemiring > Submonoid > Subsemigroup
Turing.TM2ComputableInPolyTime,polynomial time,Q1137573,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/TMComputable.html#Turing.TM2ComputableInPolyTime,TM2ComputableAux,,,https://leanprover-community.github.io/mathlib4_docs/Computability/TMComputable.html#TM2ComputableAux,1,Turing.TM2ComputableInPolyTime > TM2ComputableAux
UniqueFactorizationMonoid,Unique factorization domain,Q1052579,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/UniqueFactorizationDomain/Defs.html#UniqueFactorizationMonoid,IsWellFounded,,,,1,UniqueFactorizationMonoid > IsWellFounded
