Wikidata ID,Wikidata Label,BCT Name,BCT Link,Chicago Name,Chicago Link,Clowder Name,Clowder Link,Context Name,Context Link,Mathlib Name,Mathlib Link,nLab Name,nLab Link,PlanetMath Name,PlanetMath Link,Wikipedia Link
Q662830,Fundamental group,fundamental group,https://arxiv.org/pdf/1612.09375#page=15,fundamental group,https://mathgloss.github.io/MathGloss/chicago/fundamental_group,,,fundamental group,https://emilyriehl.github.io/files/context.pdf#page=32,,,fundamental group,https://ncatlab.org/nlab/show/fundamental+group,fundamental group,http://planetmath.org/fundamentalgroup,https://en.wikipedia.org/wiki/Fundamental%20group
Q66295,Derivative (finance),underlying,https://arxiv.org/pdf/1612.09375#page=26,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Derivative%20%28finance%29
Q6632024,Partition (mathematics),,,,,,,,,,,partition,https://ncatlab.org/nlab/show/partition,partition,http://planetmath.org/partition1,https://en.wikipedia.org/wiki/List%20of%20partition%20topics
Q663208,Rounding functions,,,,,,,,,,,,,rounding,http://planetmath.org/rounding,https://en.wikipedia.org/wiki/Rounding
Q663365,Sierpiński triangle,,,,,,,,,,,,,Sierpiński gasket,http://planetmath.org/sierpinskigasket,https://en.wikipedia.org/wiki/Sierpi%C5%84ski%20triangle
Q6634887,List of prime knots,,,,,,,,,,,Dale Rolfsen,https://ncatlab.org/nlab/show/Dale+Rolfsen,,,https://en.wikipedia.org/wiki/List%20of%20prime%20knots
Q663628,Tangent half-angle substitution,,,,,,,,,,,,,Weierstrass substitution formulas,http://planetmath.org/weierstrasssubstitutionformulas,https://en.wikipedia.org/wiki/Tangent%20half-angle%20substitution
Q663908,Bivector,,,,,,,,,,,bivector,https://ncatlab.org/nlab/show/bivector,bivector,http://planetmath.org/bivector,https://en.wikipedia.org/wiki/Bivector
Q6643508,Hydrogen atom,,,,,,,,,,,hydrogen atom,https://ncatlab.org/nlab/show/hydrogen+atom,,,https://en.wikipedia.org/wiki/Hydrogen%20atom
Q664495,Lie Algebra,Lie algebra,https://arxiv.org/pdf/1612.09375#page=50,Lie algebra,https://mathgloss.github.io/MathGloss/chicago/lie_algebra,,,,,Lie algebra,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Lie/Basic.html#LieAlgebra,Lie ideal,https://ncatlab.org/nlab/show/Lie+ideal,Lie bracket,http://planetmath.org/liebracket,https://en.wikipedia.org/wiki/Lie%20algebra
Q66477109,Zeta Ursae Maioris,,,,,,,,,,,Mizar,https://ncatlab.org/nlab/show/Mizar,,,https://en.wikipedia.org/wiki/Mizar
Q6652793,Little string theory,,,,,,,,,,,little string theory,https://ncatlab.org/nlab/show/little+string+theory,,,https://en.wikipedia.org/wiki/Little%20string%20theory
Q665728,LHCb experiment,,,,,,,,,,,LHCb experiment,https://ncatlab.org/nlab/show/LHCb+experiment,,,https://en.wikipedia.org/wiki/LHCb%20experiment
Q666,The Number Of The Beast,,,,,,,,,,,,,number of the beast,http://planetmath.org/numberofthebeast,https://en.wikipedia.org/wiki/Number%20of%20the%20beast
Q6664175,Local Langlands conjectures,,,,,,,,,,,local Langlands conjecture,https://ncatlab.org/nlab/show/local+Langlands+conjecture,,,https://en.wikipedia.org/wiki/Local%20Langlands%20conjectures
Q6664291,Local boundedness,,,,,,,,,,,,,locally bounded,http://planetmath.org/locallybounded,https://en.wikipedia.org/wiki/Local%20boundedness
Q6664565,Local system,,,,,,,,,,,local system,https://ncatlab.org/nlab/show/local+system,,,https://en.wikipedia.org/wiki/Local%20system
Q6664610,Localization of a category,,,,,,,,,,,localization of a category,https://ncatlab.org/nlab/show/localization+of+a+category,,,https://en.wikipedia.org/wiki/Localization%20of%20a%20category
Q6664613,Localization of a topological space,,,,,,,,,,,localization of a space,https://ncatlab.org/nlab/show/localization+of+a+space,,,https://en.wikipedia.org/wiki/Localization%20of%20a%20topological%20space
Q6664671,Locally compact quantum group,,,,,,,,,,,,,locally compact quantum group,http://planetmath.org/locallycompactquantumgroup,https://en.wikipedia.org/wiki/Locally%20compact%20quantum%20group
Q6664673,Locally cyclic group,,,,,,,,,,,,,locally cyclic group,http://planetmath.org/locallycyclicgroup,https://en.wikipedia.org/wiki/Locally%20cyclic%20group
Q6664682,Locally finite group,,,,,,,,,,,,,locally finite group,http://planetmath.org/locallyfinitegroup,https://en.wikipedia.org/wiki/Locally%20finite%20group
Q6664687,Locally finite poset,,,,,,,,,,,,,locally finite poset,http://planetmath.org/locallyfiniteposet,https://en.wikipedia.org/wiki/Locally%20finite%20poset
Q6664692,Locally nilpotent,,,,,,,,,,,,,locally nilpotent group,http://planetmath.org/locallynilpotentgroup,https://en.wikipedia.org/wiki/Locally%20nilpotent
Q6664703,Locally simply connected space,,,,,,,,,,,,,locally simply connected,http://planetmath.org/locallysimplyconnected,https://en.wikipedia.org/wiki/Locally%20simply%20connected%20space
Q6666620,Loewner equation,,,,,,,,,,,,,Loewner chain,http://planetmath.org/loewnerchain,https://en.wikipedia.org/wiki/Loewner%20differential%20equation
Q6666857,Log structure,,,,,,,,,,,logarithmic geometry,https://ncatlab.org/nlab/show/logarithmic+geometry,,,https://en.wikipedia.org/wiki/Log%20structure
Q6667306,Logarithmic convolution,,,,,,,,,,,,,logarithmic convolution,http://planetmath.org/logarithmicconvolution,https://en.wikipedia.org/wiki/Logarithmic%20convolution
Q6667502,Logical framework,,,,,,,,,,,logical framework,https://ncatlab.org/nlab/show/logical+framework,,,https://en.wikipedia.org/wiki/Logical%20framework
Q66707394,Countably infinite,,,,,,,,,,,countable set,https://ncatlab.org/nlab/show/countable+set,countably infinite,http://planetmath.org/countablyinfinite,https://en.wikipedia.org/wiki/Countable%20set
Q6675827,Loop group,,,,,,,,,,,loop group,https://ncatlab.org/nlab/show/loop+group,,,https://en.wikipedia.org/wiki/Loop%20group
Q668113,Hexahedron,,,,,,,,,,,,,hexahedron,http://planetmath.org/hexahedron,https://en.wikipedia.org/wiki/Hexahedron
Q668804,Covering system,,,,,,,,,,,,,covering system,http://planetmath.org/coveringsystem,https://en.wikipedia.org/wiki/Covering%20system
Q669056,Slater determinant,,,,,,,,,,,Slater determinant,https://ncatlab.org/nlab/show/Slater+determinant,,,https://en.wikipedia.org/wiki/Slater%20determinant
Q669094,Arithmetic hierarchy,,,,,,,,,,,,,arithmetical hierarchy,http://planetmath.org/arithmeticalhierarchy,https://en.wikipedia.org/wiki/Arithmetical%20hierarchy
Q669180,Doxastic logic,,,,,,,,,,,doxastic logic,https://ncatlab.org/nlab/show/doxastic+logic,,,https://en.wikipedia.org/wiki/Doxastic%20logic
Q6695334,Lubin-Tate formal group,,,,,,,,,,,Lubin-Tate theory,https://ncatlab.org/nlab/show/Lubin-Tate+theory,,,https://en.wikipedia.org/wiki/Lubin%E2%80%93Tate%20formal%20group%20law
Q6696364,Lucas chain,,,,,,,,,,,,,Lucas chain,http://planetmath.org/lucaschain,https://en.wikipedia.org/wiki/Lucas%20chain
Q670022,Windows Calculator,,,,,,,,,,,,,Windows Calculator,http://planetmath.org/windowscalculator,https://en.wikipedia.org/wiki/Windows%20Calculator
Q670036,Rectifiable curve,,,,,,,,,,,length,https://ncatlab.org/nlab/show/length,rectifiable curve,http://planetmath.org/rectifiablecurve,https://en.wikipedia.org/wiki/Arc%20length
Q670235,Fundamental theorem of arithmetic,,,,,,,,,,,fundamental theorem of arithmetic,https://ncatlab.org/nlab/show/fundamental+theorem+of+arithmetic,fundamental theorem of arithmetic,http://planetmath.org/fundamentaltheoremofarithmetic,https://en.wikipedia.org/wiki/Fundamental%20theorem%20of%20arithmetic
Q670618,Arden's rule,,,,,,,,,Arden's lemma,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Computability/Language.html#Language.self_eq_mul_add_iff,,,,,https://en.wikipedia.org/wiki/Arden%27s%20rule
Q670653,Marginal probability,,,,,,,,,,,,,marginal distribution,http://planetmath.org/marginaldistribution,https://en.wikipedia.org/wiki/Marginal%20distribution
Q670787,Preface,,,,,,,,,,,,,Preface,http://planetmath.org/preface1,https://en.wikipedia.org/wiki/Preface
Q6708764,Lyndon–Hochschild–Serre spectral sequence,,,,,,,,,,,Hochschild-Serre spectral sequence,https://ncatlab.org/nlab/show/Hochschild-Serre+spectral+sequence,,,https://en.wikipedia.org/wiki/Lyndon%E2%80%93Hochschild%E2%80%93Serre%20spectral%20sequence
Q6711217,Lévy hierarchy,,,,,,,,,,,Lévy hierarchy,https://ncatlab.org/nlab/show/L%C3%A9vy+hierarchy,,,https://en.wikipedia.org/wiki/L%C3%A9vy%20hierarchy
Q671663,Coleman–Mandula theorem,,,,,,,,,,,Coleman-Mandula theorem,https://ncatlab.org/nlab/show/Coleman-Mandula+theorem,,,https://en.wikipedia.org/wiki/Coleman%E2%80%93Mandula%20theorem
Q6718,Quark,,,,,,,,,,,quark,https://ncatlab.org/nlab/show/quark,,,https://en.wikipedia.org/wiki/Quark
Q6719122,MV-algebra,,,,,,,,,,,MV-algebra,https://ncatlab.org/nlab/show/MV-algebra,,,https://en.wikipedia.org/wiki/MV-algebra
Q671944,Transitive set,,,,,,,,,,,transitive set,https://ncatlab.org/nlab/show/transitive+set,transitive,http://planetmath.org/transitive1,https://en.wikipedia.org/wiki/Transitive%20set
Q673184,Feigenbaum constants,,,,,,,,,,,,,Feigenbaum constant,http://planetmath.org/feigenbaumconstant,https://en.wikipedia.org/wiki/Feigenbaum%20constants
Q6732,Up quark,,,,,,,,,,,up quark,https://ncatlab.org/nlab/show/up+quark,,,https://en.wikipedia.org/wiki/Up%20quark
Q6732207,Magnus series,,,,,,,,,,,Magnus expansion,https://ncatlab.org/nlab/show/Magnus+expansion,,,https://en.wikipedia.org/wiki/Magnus%20expansion
Q673253,Einstein notation,,,,,,,,,,,Einstein summation convention,https://ncatlab.org/nlab/show/Einstein+summation+convention,Einstein summation convention,http://planetmath.org/einsteinsummationconvention,https://en.wikipedia.org/wiki/Einstein%20notation
Q6733278,Maharam's theorem,,,,,,,,,,,Maharam's theorem,https://ncatlab.org/nlab/show/Maharam%27s+theorem,,,https://en.wikipedia.org/wiki/Maharam%27s%20theorem
Q673444,Dense subspace,,,dense,https://mathgloss.github.io/MathGloss/chicago/dense,,,,,,,dense subspace,https://ncatlab.org/nlab/show/dense+subspace,dense set,http://planetmath.org/denseset,https://en.wikipedia.org/wiki/Dense%20set
Q6741225,Malament–Hogarth spacetime,,,,,,,,,,,Malament–Hogarth spacetime,https://ncatlab.org/nlab/show/Malament%E2%80%93Hogarth+spacetime,,,https://en.wikipedia.org/wiki/Malament%E2%80%93Hogarth%20spacetime
Q6742129,Malcev Lie algebra,,,,,,,,,,,Malcev Lie algebra,https://ncatlab.org/nlab/show/Malcev+Lie+algebra,,,https://en.wikipedia.org/wiki/Malcev%20Lie%20algebra
Q6745,Down quark,,,,,,,,,,,down quark,https://ncatlab.org/nlab/show/down+quark,,,https://en.wikipedia.org/wiki/Down%20quark
Q674533,Inverse trigonometric functions,,,,,,,,,inverse trigonometric functions,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Analysis/SpecialFunctions/Trigonometric/Inverse.html#Real.arcsin,inverse trigonometric function,https://ncatlab.org/nlab/show/inverse+trigonometric+function,cyclometric functions,http://planetmath.org/cyclometricfunctions,https://en.wikipedia.org/wiki/Inverse%20trigonometric%20functions
Q674564,John Hay Whitney/Technicolor,,,,,,,,,,,technicolor,https://ncatlab.org/nlab/show/technicolor,,,https://en.wikipedia.org/wiki/Technicolor
Q674689,Clifford algebra,,,,,,,,,Clifford algebra,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/CliffordAlgebra/Basic.html#CliffordAlgebra,Clifford algebra,https://ncatlab.org/nlab/show/Clifford+algebra,Clifford algebra,http://planetmath.org/cliffordalgebra,https://en.wikipedia.org/wiki/Clifford%20algebra
Q674834,Dependency grammar,,,,,,,,,,,dependency grammar,https://ncatlab.org/nlab/show/dependency+grammar,,,https://en.wikipedia.org/wiki/Dependency%20grammar
Q6754,Charm quark,,,,,,,,,,,charm quark,https://ncatlab.org/nlab/show/charm+quark,,,https://en.wikipedia.org/wiki/Charm%20quark
Q6763,Strange quark,,,,,,,,,,,strange quark,https://ncatlab.org/nlab/show/strange+quark,,,https://en.wikipedia.org/wiki/Strange%20quark
Q676835,Recursively enumerable,,,,,,,,,,,,,recursively enumerable,http://planetmath.org/recursivelyenumerable,https://en.wikipedia.org/wiki/Computably%20enumerable%20set
Q677051,B-tree,,,,,,,,,,,,,B-tree,http://planetmath.org/btree,https://en.wikipedia.org/wiki/B-tree
Q6771323,Stochastic kernel estimation,,,,,,,Markov kernel,https://emilyriehl.github.io/files/context.pdf#page=183,,,Markov kernel,https://ncatlab.org/nlab/show/Markov+kernel,,,https://en.wikipedia.org/wiki/Markov%20kernel
Q6772390,Marot ring,,,,,,,,,,,,,Marot ring,http://planetmath.org/marotring,https://en.wikipedia.org/wiki/Marot%20ring
Q677568,Mercator series,,,,,,,,,,,Mercator series,https://ncatlab.org/nlab/show/Mercator+series,,,https://en.wikipedia.org/wiki/Mercator%20series
Q6778,Top quark,,,,,,,,,,,top quark,https://ncatlab.org/nlab/show/top+quark,,,https://en.wikipedia.org/wiki/Top%20quark
Q677864,Quantum harmonic oscillator,,,,,,,,,,,quantum harmonic oscillator,https://ncatlab.org/nlab/show/quantum+harmonic+oscillator,,,https://en.wikipedia.org/wiki/Quantum%20harmonic%20oscillator
Q6783821,Mason–Stothers theorem,,,,,,,,,,,,,Mason-Stothers theorem,http://planetmath.org/masonstotherstheorem,https://en.wikipedia.org/wiki/Mason%E2%80%93Stothers%20theorem
Q6784627,Massey product,,,,,,,,,,,Massey product,https://ncatlab.org/nlab/show/Massey+product,,,https://en.wikipedia.org/wiki/Massey%20product
Q6786,Bottom quark,,,,,,,,,,,bottom quark,https://ncatlab.org/nlab/show/bottom+quark,,,https://en.wikipedia.org/wiki/Bottom%20quark
Q6787889,Matrix representation,,,,,,,,,matrix representation,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Matrix/BilinearForm.html#BilinForm.toMatrix,,,matrix representation,http://planetmath.org/matrixrepresentation,https://en.wikipedia.org/wiki/Matrix%20representation
Q6787895,Matrix unit,,,,,,,,,,,,,matrix unit,http://planetmath.org/matrixunit,https://en.wikipedia.org/wiki/Matrix%20unit
Q679367,Latin square,,,,,,,,,,,Latin square,https://ncatlab.org/nlab/show/Latin+square,Latin square,http://planetmath.org/latinsquare,https://en.wikipedia.org/wiki/Latin%20square
Q6795635,Maximal compact subgroup,,,,,,,,,,,maximal compact subgroup,https://ncatlab.org/nlab/show/maximal+compact+subgroup,,,https://en.wikipedia.org/wiki/Maximal%20compact%20subgroup
Q6795637,Maximal ergodic theorem,,,,,,,,,,,,,Maximal ergodic theorem,http://planetmath.org/maximalergodictheorem,https://en.wikipedia.org/wiki/Maximal%20ergodic%20theorem
Q6796623,May spectral sequence,,,,,,,,,,,May spectral sequence,https://ncatlab.org/nlab/show/May+spectral+sequence,,,https://en.wikipedia.org/wiki/May%20spectral%20sequence
Q679800,Nyquist theorem,,,,,,,,,,,,,sampling theorem,http://planetmath.org/samplingtheorem,https://en.wikipedia.org/wiki/Nyquist%E2%80%93Shannon%20sampling%20theorem
Q679903,Magma (algebra),,,magma,https://mathgloss.github.io/MathGloss/chicago/magma,,,,,,,unital magma,https://ncatlab.org/nlab/show/unital+magma,,,https://en.wikipedia.org/wiki/Magma%20%28algebra%29
Q680081,Separable space,,,separable metric space,https://mathgloss.github.io/MathGloss/chicago/separable_metric_space,,,,,,,separable space,https://ncatlab.org/nlab/show/separable+space,separable space,http://planetmath.org/separablespace,https://en.wikipedia.org/wiki/Separable%20space
Q6801707,McKay correspondence,,,,,,,,,,,McKay correspondence,https://ncatlab.org/nlab/show/McKay+correspondence,,,https://en.wikipedia.org/wiki/McKay%20graph
Q6803696,Meaning and Necessity,,,,,,,,,,,Meaning and Necessity,https://ncatlab.org/nlab/show/Meaning+and+Necessity,,,https://en.wikipedia.org/wiki/Meaning%20and%20Necessity
Q680611,Cauchy's functional equation,,,,,,,,,,,,,Hamel function,http://planetmath.org/hamelfunction,https://en.wikipedia.org/wiki/Cauchy%27s%20functional%20equation
Q681650,Non-atomic measure,,,,,,,,,,,,,atom (measure theory),http://planetmath.org/atommeasuretheory,https://en.wikipedia.org/wiki/Atom%20%28measure%20theory%29
Q6822327,Metabelian group,,,,,,,,,,,metabelian group,https://ncatlab.org/nlab/show/metabelian+group,metabelian group,http://planetmath.org/metabeliangroup,https://en.wikipedia.org/wiki/Metabelian%20group
Q6822437,Metacompact space,,,,,,,,,,,metacompact space,https://ncatlab.org/nlab/show/metacompact+space,metacompact,http://planetmath.org/metacompact,https://en.wikipedia.org/wiki/Metacompact%20space
Q6822469,Metacyclic group,,,,,,,,,,,,,metacyclic group,http://planetmath.org/metacyclicgroup,https://en.wikipedia.org/wiki/Metacyclic%20group
Q6822975,Metamath,,,,,,,,,,,Metamath,https://ncatlab.org/nlab/show/Metamath,,,https://en.wikipedia.org/wiki/Metamath
Q6823154,Metaplectic structure,,,,,,,,,,,metaplectic structure,https://ncatlab.org/nlab/show/metaplectic+structure,,,https://en.wikipedia.org/wiki/Metaplectic%20structure
Q6839294,Microbundle,,,,,,,,,,,microbundle,https://ncatlab.org/nlab/show/microbundle,,,https://en.wikipedia.org/wiki/Microbundle
Q684220,Foliation,,,,,,,,,,,foliation,https://ncatlab.org/nlab/show/foliation,,,https://en.wikipedia.org/wiki/Foliation
Q684363,Special unitary group,,,special unitary group,https://mathgloss.github.io/MathGloss/chicago/special_unitary_group,,,,,,,SU(5),https://ncatlab.org/nlab/show/SU%285%29,,,https://en.wikipedia.org/wiki/Special%20unitary%20group
Q685140,Generalised Riemann hypothesis,,,,,,,,,,,,,generalized Riemann hypothesis,http://planetmath.org/generalizedriemannhypothesis,https://en.wikipedia.org/wiki/Generalized%20Riemann%20hypothesis
Q6852339,Normal matrix,,,,,,,,,,,,,normal matrix,http://planetmath.org/normalmatrix,https://en.wikipedia.org/wiki/Normal%20matrix
Q6860246,Milnor K-theory,,,,,,,,,,,Milnor K-theory,https://ncatlab.org/nlab/show/Milnor+K-theory,,,https://en.wikipedia.org/wiki/Milnor%20K-theory
Q6860249,Milnor map,,,,,,,,,,,Milnor fiber,https://ncatlab.org/nlab/show/Milnor+fiber,,,https://en.wikipedia.org/wiki/Milnor%20map
Q686291,Affine group,,,,,,,,,,,affine group,https://ncatlab.org/nlab/show/affine+group,,,https://en.wikipedia.org/wiki/Affine%20group
Q687704,Kernel (set theory),,,,,conditions-on-relations:the-kernel-of-a-function,https://www.clowderproject.com/tag/00VB.html,,,,,,,,,https://en.wikipedia.org/wiki/Kernel%20%28set%20theory%29
Q6888319,Model complete theory,,,,,,,,,,,model complete theory,https://ncatlab.org/nlab/show/model+complete+theory,,,https://en.wikipedia.org/wiki/Model%20complete%20theory
Q6889105,Modern Algebra,,,,,,,,,,,Moderne Algebra,https://ncatlab.org/nlab/show/Moderne+Algebra,,,https://en.wikipedia.org/wiki/Moderne%20Algebra
Q688945,Dirac spinor,,,,,,,,,,,Dirac spinor,https://ncatlab.org/nlab/show/Dirac+spinor,,,https://en.wikipedia.org/wiki/Bispinor
Q6889798,Moduli of algebraic curves,,,,,,,,,,,moduli space of curves,https://ncatlab.org/nlab/show/moduli+space+of+curves,,,https://en.wikipedia.org/wiki/Moduli%20of%20algebraic%20curves
Q6889814,Modulus (algebraic number theory),,,,,,,,,,,,,extended ideal,http://planetmath.org/extendedideal,https://en.wikipedia.org/wiki/Modulus%20%28algebraic%20number%20theory%29
Q6897118,Momentum map,,,,,,,,,,,symplectic reduction,https://ncatlab.org/nlab/show/symplectic+reduction,momentum map,http://planetmath.org/momentummap,https://en.wikipedia.org/wiki/Momentum%20map
Q6897853,Monad transformer,,,,,,,,,,,monad transformer,https://ncatlab.org/nlab/show/monad+transformer,,,https://en.wikipedia.org/wiki/Monad%20transformer
Q6901592,Cyclic semigroup,,,,,,,,,,,,,cyclic semigroup,http://planetmath.org/cyclicsemigroup,https://en.wikipedia.org/wiki/Monogenic%20semigroup
Q6901641,Monoidal adjunction,,,,,,,,,,,monoidal adjunction,https://ncatlab.org/nlab/show/monoidal+adjunction,,,https://en.wikipedia.org/wiki/Monoidal%20adjunction
Q6901642,Monoidal functor,,,,,,,,,,,symmetric monoidal functor,https://ncatlab.org/nlab/show/symmetric+monoidal+functor,,,https://en.wikipedia.org/wiki/Monoidal%20functor
Q6901644,Monoidal natural transformation,,,,,,,,,,,symmetric monoidal natural transformation,https://ncatlab.org/nlab/show/symmetric+monoidal+natural+transformation,,,https://en.wikipedia.org/wiki/Monoidal%20natural%20transformation
Q6901645,Monoidal monad,,,,,,,,,,,monoidal monad,https://ncatlab.org/nlab/show/monoidal+monad,,,https://en.wikipedia.org/wiki/Monoidal%20monad
Q6901866,Monopole (mathematics),,,,,,,,,,,monopole,https://ncatlab.org/nlab/show/monopole,,,https://en.wikipedia.org/wiki/Monopole%20%28mathematics%29
Q6902035,Negative responsiveness,,,,,,,,,,,,,monotonicity criterion,http://planetmath.org/monotonicitycriterion,https://en.wikipedia.org/wiki/Non-negative%20responsiveness
Q6902593,Monsky–Washnitzer cohomology,,,,,,,,,,,Monsky-Washnitzer cohomology,https://ncatlab.org/nlab/show/Monsky-Washnitzer+cohomology,,,https://en.wikipedia.org/wiki/Monsky%E2%80%93Washnitzer%20cohomology
Q690494,Homoclinic orbit,,,,,,,,,,,,,homoclinic,http://planetmath.org/homoclinic,https://en.wikipedia.org/wiki/Homoclinic%20orbit
Q6906125,Montonen–Olive duality,,,,,,,,,,,electric-magnetic duality,https://ncatlab.org/nlab/show/electric-magnetic+duality,,,https://en.wikipedia.org/wiki/Montonen%E2%80%93Olive%20duality
Q6906971,Monus,,,,,,,,,,,monus,https://ncatlab.org/nlab/show/monus,,,https://en.wikipedia.org/wiki/Monus
Q6909307,Morava K-theory,,,,,,,,,,,Morava K-theory,https://ncatlab.org/nlab/show/Morava+K-theory,,,https://en.wikipedia.org/wiki/Morava%20K-theory
Q6912366,Morita equivalence,,,,,,,,,,,Morita equivalence,https://ncatlab.org/nlab/show/Morita+equivalence,Morita equivalence,http://planetmath.org/moritaequivalence,https://en.wikipedia.org/wiki/Morita%20equivalence
Q691358,Little languages,,,,,,,,,,,domain specific programming language,https://ncatlab.org/nlab/show/domain+specific+programming+language,,,https://en.wikipedia.org/wiki/Domain-specific%20language
Q6918890,Moufang loop,,,,,,,,,,,Moufang loop,https://ncatlab.org/nlab/show/Moufang+loop,Moufang loop,http://planetmath.org/moufangloop,https://en.wikipedia.org/wiki/Moufang%20loop
Q692086,Cyclic quadrilateral,,,,,,,,,,,,,cyclic quadrilateral,http://planetmath.org/cyclicquadrilateral,https://en.wikipedia.org/wiki/Cyclic%20quadrilateral
Q692197,Lambda-CDM model,,,,,,,,,,,standard model of cosmology,https://ncatlab.org/nlab/show/standard+model+of+cosmology,,,https://en.wikipedia.org/wiki/Lambda-CDM%20model
Q6925496,Mountain pass theorem,,,,,,,,,,,,,mountain pass theorem,http://planetmath.org/mountainpasstheorem,https://en.wikipedia.org/wiki/Mountain%20pass%20theorem
Q692689,Coproduct,sum,https://arxiv.org/pdf/1612.09375#page=135,,,,,coproduct,https://emilyriehl.github.io/files/context.pdf#page=99,,,sum,https://ncatlab.org/nlab/show/sum,,,https://en.wikipedia.org/wiki/Coproduct
Q6927157,Method of moving frames,,,,,,,,,,,,,moving frame,http://planetmath.org/movingframe,https://en.wikipedia.org/wiki/Moving%20frame
Q692823,Strongly regular graph,,,,,,,,,Strongly regular graphs,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SimpleGraph/StronglyRegular.html#SimpleGraph.IsSRGWith,,,,,https://en.wikipedia.org/wiki/Strongly%20regular%20graph
Q6934590,Multicategory,,,,,,,,,,,multicategory,https://ncatlab.org/nlab/show/multicategory,,,https://en.wikipedia.org/wiki/Multicategory
Q6934990,Multiplication operator,,,,,,,,,,,,,multiplication operator,http://planetmath.org/multiplicationoperator,https://en.wikipedia.org/wiki/Multiplication%20operator
Q6935015,Multiplier algebra,,,,,,,,,,,multiplier algebra,https://ncatlab.org/nlab/show/multiplier+algebra,,,https://en.wikipedia.org/wiki/Multiplier%20algebra
Q694114,Bernoulli number,,,,,,,,,Bernoulli numbers,https://leanprover-community.github.io/mathlib4_docs/Mathlib/NumberTheory/Bernoulli.html#bernoulli,Bernoulli number,https://ncatlab.org/nlab/show/Bernoulli+number,generalized Bernoulli number,http://planetmath.org/generalizedbernoullinumber,https://en.wikipedia.org/wiki/Bernoulli%20number
Q6941533,Postnikov tower,,,,,,,,,,,Whitehead tower,https://ncatlab.org/nlab/show/Whitehead+tower,,,https://en.wikipedia.org/wiki/Postnikov%20system
Q6947443,Myers–Steenrod theorem,,,,,,,,,,,Myers-Steenrod theorem,https://ncatlab.org/nlab/show/Myers-Steenrod+theorem,,,https://en.wikipedia.org/wiki/Myers%E2%80%93Steenrod%20theorem
Q6951485,N-group (category theory),,,,,,,,,,,n-group,https://ncatlab.org/nlab/show/n-group,,,https://en.wikipedia.org/wiki/N-group%20%28category%20theory%29
Q6959295,Nahm equations,,,,,,,,,,,Nahm's equation,https://ncatlab.org/nlab/show/Nahm%27s+equation,,,https://en.wikipedia.org/wiki/Nahm%20equations
Q697181,Riemann integral,,,Riemann integrable,https://mathgloss.github.io/MathGloss/chicago/riemann_integrable,,,,,,,Riemann integration,https://ncatlab.org/nlab/show/Riemann+integration,Riemann integral,http://planetmath.org/riemannintegral,https://en.wikipedia.org/wiki/Riemann%20integral
Q6980740,Natural numbers object,,,,,,,,,,,natural numbers object,https://ncatlab.org/nlab/show/natural+numbers+object,,,https://en.wikipedia.org/wiki/Natural%20numbers%20object
Q7031665,Niemeier lattice,,,,,,,,,,,Niemeier lattice,https://ncatlab.org/nlab/show/Niemeier+lattice,,,https://en.wikipedia.org/wiki/Niemeier%20lattice
Q7034537,Nijenhuis–Richardson bracket,,,,,,,,,,,Nijenhuis–Richardson bracket,https://ncatlab.org/nlab/show/Nijenhuis%E2%80%93Richardson+bracket,,,https://en.wikipedia.org/wiki/Nijenhuis%E2%80%93Richardson%20bracket
Q7037178,Nilpotent cone,,,,,,,,,,,,,nilpotent cone,http://planetmath.org/nilpotentcone,https://en.wikipedia.org/wiki/Nilpotent%20cone
Q7048762,Non-Hausdorff manifold,,,,,,,,,,,non-Hausdorff manifold,https://ncatlab.org/nlab/show/non-Hausdorff+manifold,,,https://en.wikipedia.org/wiki/Non-Hausdorff%20manifold
Q7048840,Non-analytic smooth function,,,,,,,,,,,,,infinitely-differentiable function that is not analytic,http://planetmath.org/infinitelydifferentiablefunctionthatisnotanalytic,https://en.wikipedia.org/wiki/Non-analytic%20smooth%20function
Q7048887,Non-critical string,,,,,,,,,,,non-critical string,https://ncatlab.org/nlab/show/non-critical+string,,,https://en.wikipedia.org/wiki/Non-critical%20string%20theory
Q7049089,Hyperset,,,,,,,,,,,hyperset,https://ncatlab.org/nlab/show/hyperset,,,https://en.wikipedia.org/wiki/Non-well-founded%20set%20theory
Q7049219,Noncommutative algebraic geometry,,,,,,,,,,,noncommutative scheme,https://ncatlab.org/nlab/show/noncommutative+scheme,,,https://en.wikipedia.org/wiki/Noncommutative%20algebraic%20geometry
Q7049224,Noncommutative algebra,,,,,,,,,,,noncommutative algebra,https://ncatlab.org/nlab/show/noncommutative+algebra,,,https://en.wikipedia.org/wiki/Noncommutative%20ring
Q7049226,Noncommutative residue,,,,,,,,,,,noncommutative residue,https://ncatlab.org/nlab/show/noncommutative+residue,,,https://en.wikipedia.org/wiki/Noncommutative%20residue
