Wikidata ID,Wikidata Label,BCT Name,BCT Link,Chicago Name,Chicago Link,Clowder Name,Clowder Link,Context Name,Context Link,Mathlib Name,Mathlib Link,nLab Name,nLab Link,PlanetMath Name,PlanetMath Link,Wikipedia Link
Q1259814,Nielsen-Schreier theorem,,,,,,,,,,,Nielsen-Schreier theorem,https://ncatlab.org/nlab/show/Nielsen-Schreier+theorem,Schreier index formula,http://planetmath.org/schreierindexformula,https://en.wikipedia.org/wiki/Nielsen%E2%80%93Schreier%20theorem
Q126002,Concatenation,,,,,,,,,,,concatenation,https://ncatlab.org/nlab/show/concatenation,concatenation,http://planetmath.org/concatenation,https://en.wikipedia.org/wiki/Concatenation
Q1260803,Rank of an abelian group,,,rank of a finitely generated abelian group,https://mathgloss.github.io/MathGloss/chicago/rank_of_a_finitely_generated_abelian_group,,,,,,,,,,,https://en.wikipedia.org/wiki/Rank%20of%20an%20abelian%20group
Q12609547,Wigner's classification,,,,,,,,,,,Wigner classification,https://ncatlab.org/nlab/show/Wigner+classification,,,https://en.wikipedia.org/wiki/Wigner%27s%20classification
Q12621536,Judgement,,,,,,,,,,,judgment,https://ncatlab.org/nlab/show/judgment,,,https://en.wikipedia.org/wiki/Judgement
Q1262627,Rigged Hilbert space,,,,,,,,,,,rigged Hilbert space,https://ncatlab.org/nlab/show/rigged+Hilbert+space,rigged Hilbert space,http://planetmath.org/riggedhilbertspace,https://en.wikipedia.org/wiki/Rigged%20Hilbert%20space
Q126372275,Anafunctor,,,,,,,,,,,anafunctor,https://ncatlab.org/nlab/show/anafunctor,,,https://en.wikipedia.org/wiki/Anafunctor
Q126483405,Wu manifold,,,,,,,,,,,Wu manifold,https://ncatlab.org/nlab/show/Wu+manifold,,,https://en.wikipedia.org/wiki/Wu%20manifold
Q1265039,Solenoidal vector field,,,,,,,,,,,,,solenoidal field,http://planetmath.org/solenoidalfield,https://en.wikipedia.org/wiki/Solenoidal%20vector%20field
Q126592,Even and odd functions,,,,,,,,,,,,,even and odd functions,http://planetmath.org/evenandoddfunctions,https://en.wikipedia.org/wiki/Even%20and%20odd%20functions
Q126695,Universal quantification,,,,,,,universal quantification,https://emilyriehl.github.io/files/context.pdf#page=138,,,universal quantifier,https://ncatlab.org/nlab/show/universal+quantifier,,,https://en.wikipedia.org/wiki/Universal%20quantification
Q1267039,Guelph Platers,,,,,,,,,,,Paul Fendley,https://ncatlab.org/nlab/show/Paul+Fendley,,,https://en.wikipedia.org/wiki/Guelph%20Platers
Q1268618,Dyck word,,,,,,,,,Dyck words,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/Enumerative/DyckWord.html#DyckWord,,,Dyck language,http://planetmath.org/dycklanguage,https://en.wikipedia.org/wiki/Dyck%20language
Q1269302,Schwinger–Dyson equation,,,,,,,,,,,Schwinger-Dyson equation,https://ncatlab.org/nlab/show/Schwinger-Dyson+equation,,,https://en.wikipedia.org/wiki/Schwinger%E2%80%93Dyson%20equation
Q126955,Level set,,,,,,,,,,,level set,https://ncatlab.org/nlab/show/level+set,level sets of smooth functions on manifolds,http://planetmath.org/levelsetsofsmoothfunctionsonmanifolds,https://en.wikipedia.org/wiki/Level%20set
Q127380,Abstract syntax tree,,,,,,,,,,,abstract syntax tree,https://ncatlab.org/nlab/show/abstract+syntax+tree,,,https://en.wikipedia.org/wiki/Abstract%20syntax%20tree
Q1276318,Schwartz kernel theorem,,,,,,,,,,,Schwartz kernel,https://ncatlab.org/nlab/show/Schwartz+kernel,,,https://en.wikipedia.org/wiki/Schwartz%20kernel%20theorem
Q127797869,Balanced Category,,,,,,,,,,,balanced category,https://ncatlab.org/nlab/show/balanced+category,,,https://en.wikipedia.org/wiki/Balanced%20category
Q127798049,Pyknotic set,,,,,,,,,,,pyknotic set,https://ncatlab.org/nlab/show/pyknotic+set,,,https://en.wikipedia.org/wiki/Pyknotic%20set
Q127840,Pentagons,,,,,,,,,,,pentagon,https://ncatlab.org/nlab/show/pentagon,pentagon,http://planetmath.org/pentagon,https://en.wikipedia.org/wiki/Pentagon
Q127915480,Giry monad,,,,,,,Giry monad,https://emilyriehl.github.io/files/context.pdf#page=177,Giry monad,https://leanprover-community.github.io/mathlib4_docs/Mathlib/MeasureTheory/Measure/GiryMonad.html#MeasureTheory.Measure.instMeasurableSpace,Giry monad,https://ncatlab.org/nlab/show/Giry+monad,,,https://en.wikipedia.org/wiki/Giry%20monad
Q12794416,CP symmetry,,,,,,,,,,,CP violation,https://ncatlab.org/nlab/show/CP+violation,,,https://en.wikipedia.org/wiki/CP%20violation
Q12806,AbacuS,,,,,,,,,,,,,abacus,http://planetmath.org/abacus,https://en.wikipedia.org/wiki/Abacus
Q12811862,Neural networks,,,,,,,,,,,neural network,https://ncatlab.org/nlab/show/neural+network,,,https://en.wikipedia.org/wiki/Neural%20network
Q1281926,Nevanlinna theory,,,,,,,,,,,,,Nevanlinna theory,http://planetmath.org/nevanlinnatheory,https://en.wikipedia.org/wiki/Nevanlinna%20theory
Q128199302,Completions in category theory,,,,,,,,,,,free completion,https://ncatlab.org/nlab/show/free+completion,,,https://en.wikipedia.org/wiki/Completions%20in%20category%20theory
Q1283623,Cofinality,,,,,,,,,,,cofinality,https://ncatlab.org/nlab/show/cofinality,cofinality,http://planetmath.org/cofinality,https://en.wikipedia.org/wiki/Cofinality
Q128483774,Hecke eigensheaf,,,,,,,,,,,Hecke eigensheaf,https://ncatlab.org/nlab/show/Hecke+eigensheaf,,,https://en.wikipedia.org/wiki/Hecke%20eigensheaf
Q1287074,Noether normalization lemma,,,,,,,,,,,,,Noether normalization lemma,http://planetmath.org/noethernormalizationlemma,https://en.wikipedia.org/wiki/Noether%20normalization%20lemma
Q128709,Viscousity,,,,,,,,,,,viscosity,https://ncatlab.org/nlab/show/viscosity,,,https://en.wikipedia.org/wiki/Viscosity
Q128751,Source code,,,,,,,,,,,source form,https://ncatlab.org/nlab/show/source+form,,,https://en.wikipedia.org/wiki/Source%20code
Q1288707,Stopping time,,,,,,,,,stopping time,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Probability/Process/Stopping.html#MeasureTheory.IsStoppingTime,,,stopping time,http://planetmath.org/stoppingtime,https://en.wikipedia.org/wiki/Stopping%20time
Q1289248,Scalar (mathematics),,,,,,,,,,,scalar,https://ncatlab.org/nlab/show/scalar,scalar,http://planetmath.org/scalar,https://en.wikipedia.org/wiki/Scalar%20%28mathematics%29
Q129064812,De Rham theorem,,,,,,,,,,,de Rham theorem,https://ncatlab.org/nlab/show/de+Rham+theorem,,,https://en.wikipedia.org/wiki/De%20Rham%20theorem
Q1290753,Spence's function,,,,,,,,,,,dilogarithm,https://ncatlab.org/nlab/show/dilogarithm,,,https://en.wikipedia.org/wiki/Dilogarithm
Q12916,Real numbers,,,,,,,,,real number,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/Real/Basic.html#Real,real number,https://ncatlab.org/nlab/show/real+number,real number,http://planetmath.org/realnumber,https://en.wikipedia.org/wiki/Real%20number
Q1292333,Free module,free vector space,https://arxiv.org/pdf/1612.09375#page=28,free module,https://mathgloss.github.io/MathGloss/chicago/free_module,,,free module,https://emilyriehl.github.io/files/context.pdf#page=139,,,free module,https://ncatlab.org/nlab/show/free+module,free module,http://planetmath.org/freemodule1,https://en.wikipedia.org/wiki/Free%20module
Q1293273,Stiefel–Whitney class,,,,,,,,,,,Wu class,https://ncatlab.org/nlab/show/Wu+class,,,https://en.wikipedia.org/wiki/Stiefel%E2%80%93Whitney%20class
Q1295910,Szemerédi regularity lemma,,,,,,,,,Regularity lemma,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Combinatorics/SimpleGraph/Regularity/Lemma.html#szemeredi_regularity,,,,,https://en.wikipedia.org/wiki/Szemer%C3%A9di%20regularity%20lemma
Q129638,Grassmannian,,,,,,,,,,,Grassmannian,https://ncatlab.org/nlab/show/Grassmannian,,,https://en.wikipedia.org/wiki/Grassmannian
Q12969754,Electromagnetic radiation,,,,,,,,,,,electromagnetic radiation,https://ncatlab.org/nlab/show/electromagnetic+radiation,,,https://en.wikipedia.org/wiki/Electromagnetic%20radiation
Q13,Triskaidekaphobia,,,,,,,,,,,,,triskaidekaphobia,http://planetmath.org/triskaidekaphobia,https://en.wikipedia.org/wiki/Triskaidekaphobia
Q1300013,Ehrenfeucht–Fraïssé game,,,,,,,,,,,Ehrenfeucht-Fraïssé games,https://ncatlab.org/nlab/show/Ehrenfeucht-Fra%C3%AFss%C3%A9+games,,,https://en.wikipedia.org/wiki/Ehrenfeucht%E2%80%93Fra%C3%AFss%C3%A9%20game
Q130203,Promise problem,,,,,,,,,,,,,promise problem,http://planetmath.org/promiseproblem,https://en.wikipedia.org/wiki/Promise%20problem
Q130249272,Curved spacetime,,,,,,,,,,,curved spacetime,https://ncatlab.org/nlab/show/curved+spacetime,,,https://en.wikipedia.org/wiki/Curved%20spacetime
Q1303310,Atlas (topology),,,,,,,,,,,atlas,https://ncatlab.org/nlab/show/atlas,,,https://en.wikipedia.org/wiki/Atlas%20%28topology%29
Q130349201,Algebraic homotopy,,,,,,,,,,,algebraic homotopy,https://ncatlab.org/nlab/show/algebraic+homotopy,,,https://en.wikipedia.org/wiki/Algebraic%20homotopy
Q1304193,Vertex (graph theory),vertex,https://arxiv.org/pdf/1612.09375#page=126,,,,,,,,,vertex,https://ncatlab.org/nlab/show/vertex,,,https://en.wikipedia.org/wiki/Vertex%20%28graph%20theory%29
Q1305350,Fréchet derivative,,,,,,,,,,,Fréchet derivative,https://ncatlab.org/nlab/show/Fr%C3%A9chet+derivative,,,https://en.wikipedia.org/wiki/Fr%C3%A9chet%20derivative
Q1305766,Poincaré–Hopf theorem,,,,,,,,,,,Poincaré–Hopf theorem,https://ncatlab.org/nlab/show/Poincar%C3%A9%E2%80%93Hopf+theorem,,,https://en.wikipedia.org/wiki/Poincar%C3%A9%E2%80%93Hopf%20theorem
Q1306092,Nash embedding theorems,,,,,,,,,,,Nash embedding theorem,https://ncatlab.org/nlab/show/Nash+embedding+theorem,Nash isometric embedding theorem,http://planetmath.org/nashisometricembeddingtheorem,https://en.wikipedia.org/wiki/Nash%20embedding%20theorems
Q1306095,Whitney embedding theorem,,,,,,,,,,,Whitney embedding theorem,https://ncatlab.org/nlab/show/Whitney+embedding+theorem,,,https://en.wikipedia.org/wiki/Whitney%20embedding%20theorem
Q130650099,Rational homotopy sphere,,,,,,,,,,,rational homotopy sphere,https://ncatlab.org/nlab/show/rational+homotopy+sphere,,,https://en.wikipedia.org/wiki/Rational%20homotopy%20sphere
Q130650100,Rational homology 3-sphere,,,,,,,,,,,rational homology sphere,https://ncatlab.org/nlab/show/rational+homology+sphere,,,https://en.wikipedia.org/wiki/Rational%20homology%20sphere
Q1306887,Geometric series,,,,,,,,,,,geometric series,https://ncatlab.org/nlab/show/geometric+series,geometric series,http://planetmath.org/geometricseries,https://en.wikipedia.org/wiki/Geometric%20series
Q1307676,Künneth theorem,,,,,,,,,,,Künneth theorem,https://ncatlab.org/nlab/show/K%C3%BCnneth+theorem,Kunneth theorem,http://planetmath.org/kunneththeorem,https://en.wikipedia.org/wiki/K%C3%BCnneth%20theorem
Q1307800,Unit hypersquare,,,,,,,,,,,unit sphere,https://ncatlab.org/nlab/show/unit+sphere,,,https://en.wikipedia.org/wiki/Unit%20sphere
Q1307821,Eigenfunction,,,,,,,,,,,,,eigenfunction,http://planetmath.org/eigenfunction,https://en.wikipedia.org/wiki/Eigenfunction
Q1307872,Unit type,,,,,,,,,,,unit type,https://ncatlab.org/nlab/show/unit+type,,,https://en.wikipedia.org/wiki/Unit%20type
Q1307987,Suspension (topology),,,,,,,reduced suspension,https://emilyriehl.github.io/files/context.pdf#page=151,,,suspension,https://ncatlab.org/nlab/show/suspension,suspension,http://planetmath.org/suspension,https://en.wikipedia.org/wiki/Suspension%20%28topology%29
Q1308,Como,,,,,,,,,,,Como,https://ncatlab.org/nlab/show/Como,,,https://en.wikipedia.org/wiki/Como
Q130825,Ion accelerator,,,,,,,,,,,particle accelerator,https://ncatlab.org/nlab/show/particle+accelerator,,,https://en.wikipedia.org/wiki/Particle%20accelerator
Q1308481,One-parameter group,,,,,,,,,,,,,one-parameter subgroup,http://planetmath.org/oneparametersubgroup,https://en.wikipedia.org/wiki/One-parameter%20group
Q1308502,Church–Rosser theorem,,,,,,,,,,,Church-Rosser theorem,https://ncatlab.org/nlab/show/Church-Rosser+theorem,,,https://en.wikipedia.org/wiki/Church%E2%80%93Rosser%20theorem
Q1308570,Stochastic calculus,,,,,,,,,,,,,stochastic integral,http://planetmath.org/stochasticintegral,https://en.wikipedia.org/wiki/Stochastic%20calculus
Q1308999,Function restriction,,,,,,,,,,,restriction,https://ncatlab.org/nlab/show/restriction,restriction of a function,http://planetmath.org/restrictionofafunction,https://en.wikipedia.org/wiki/Restriction%20%28mathematics%29
Q130901,Asymmetrical relationship,,,binary relation,https://mathgloss.github.io/MathGloss/chicago/binary_relation,relations:relations,https://www.clowderproject.com/tag/00HG.html,,,,,difunctional relation,https://ncatlab.org/nlab/show/difunctional+relation,,,https://en.wikipedia.org/wiki/Binary%20relation
Q1309313,Einstein manifold,,,,,,,,,,,Einstein manifold,https://ncatlab.org/nlab/show/Einstein+manifold,,,https://en.wikipedia.org/wiki/Einstein%20manifold
Q130974266,Premonoidal category,,,,,,,,,,,premonoidal category,https://ncatlab.org/nlab/show/premonoidal+category,,,https://en.wikipedia.org/wiki/Premonoidal%20category
Q1309836,Semifield,,,,,,,,,,,,,semifield,http://planetmath.org/semifield,https://en.wikipedia.org/wiki/Semifield
Q130998,EquivalenceRelation,equivalence relation,https://arxiv.org/pdf/1612.09375#page=78,equivalence relation,https://mathgloss.github.io/MathGloss/chicago/equivalence_relation,conditions-on-relations:equivalence-relations,https://www.clowderproject.com/tag/00VA.html,equivalence relation,https://emilyriehl.github.io/files/context.pdf#page=121,,,identification,https://ncatlab.org/nlab/show/identification,equivalence relation,http://planetmath.org/equivalencerelation,https://en.wikipedia.org/wiki/Equivalence%20relation
Q131015,Positivist,,,,,,,,,,,positivism,https://ncatlab.org/nlab/show/positivism,,,https://en.wikipedia.org/wiki/Positivism
Q131030,Operator (mathematics),,,,,,,,,,,operator,https://ncatlab.org/nlab/show/operator,operator,http://planetmath.org/operator,https://en.wikipedia.org/wiki/Operator%20%28mathematics%29
Q131065768,Topological functor,,,,,,,,,,,topological concrete category,https://ncatlab.org/nlab/show/topological+concrete+category,,,https://en.wikipedia.org/wiki/Topological%20functor
Q131143202,Deformation quantization,,,,,,,,,,,deformation quantization,https://ncatlab.org/nlab/show/deformation+quantization,,,https://en.wikipedia.org/wiki/Deformation%20quantization
Q1311829,Isosurface,,,,,,,,,,,isosurface,https://ncatlab.org/nlab/show/isosurface,,,https://en.wikipedia.org/wiki/Isosurface
Q131187,Taylor series,,,,,,,,,,,Taylor series,https://ncatlab.org/nlab/show/Taylor+series,Taylor series,http://planetmath.org/taylorseries,https://en.wikipedia.org/wiki/Taylor%20series
Q131222,Information theory,,,,,,,,,,,semiotic information,https://ncatlab.org/nlab/show/semiotic+information,,,https://en.wikipedia.org/wiki/Information%20theory
Q131251,Tangent,,,,,,,,,,,tangent,https://ncatlab.org/nlab/show/tangent,tangent line,http://planetmath.org/tangentline,https://en.wikipedia.org/wiki/Tangent
Q131293245,Stability matrix,,,,,,,,,,,,,stable matrix,http://planetmath.org/stablematrix,https://en.wikipedia.org/wiki/Hurwitz-stable%20matrix
Q131321672,Stable Yang–Mills connection,,,,,,,,,,,stable Yang-Mills connection,https://ncatlab.org/nlab/show/stable+Yang-Mills+connection,,,https://en.wikipedia.org/wiki/Stable%20Yang%E2%80%93Mills%20connection
Q131321673,Stable Yang–Mills–Higgs pair,,,,,,,,,,,stable Yang-Mills-Higgs pair,https://ncatlab.org/nlab/show/stable+Yang-Mills-Higgs+pair,,,https://en.wikipedia.org/wiki/Stable%20Yang%E2%80%93Mills%E2%80%93Higgs%20pair
Q1313257,Eisenstein series,,,,,,,,,,,Eisenstein series,https://ncatlab.org/nlab/show/Eisenstein+series,,,https://en.wikipedia.org/wiki/Eisenstein%20series
Q131471070,Eilenberg–Watts theorem,,,,,,,,,,,Eilenberg-Watts theorem,https://ncatlab.org/nlab/show/Eilenberg-Watts+theorem,,,https://en.wikipedia.org/wiki/Eilenberg%E2%80%93Watts%20theorem
Q131476,Graph theory,,,,,,,,,,,,,graph theory,http://planetmath.org/graphtheory,https://en.wikipedia.org/wiki/Graph%20theory
Q131515501,Structural set theory,,,,,,,,,,,structural set theory,https://ncatlab.org/nlab/show/structural+set+theory,,,https://en.wikipedia.org/wiki/Structural%20set%20theory
Q1315869,Arity,arity,https://arxiv.org/pdf/1612.09375#page=54,,,,,,,,,arity,https://ncatlab.org/nlab/show/arity,arity,http://planetmath.org/arity,https://en.wikipedia.org/wiki/Arity
Q131594,Pauli exclusion principle,,,,,,,,,,,Pauli exclusion principle,https://ncatlab.org/nlab/show/Pauli+exclusion+principle,,,https://en.wikipedia.org/wiki/Pauli%20exclusion%20principle
Q13164644,Quantized enveloping algebra,,,,,,,,,,,quantized enveloping algebra,https://ncatlab.org/nlab/show/quantized+enveloping+algebra,,,https://en.wikipedia.org/wiki/Quantized%20enveloping%20algebra
Q1317188,"(B, N) pair",,,,,,,,,,,Tits system,https://ncatlab.org/nlab/show/Tits+system,BN-pair,http://planetmath.org/bnpair,https://en.wikipedia.org/wiki/%28B%2C%20N%29%20pair
Q1317202,Harmonic form,,,,,,,,,,,Hodge theory,https://ncatlab.org/nlab/show/Hodge+theory,Hodge theory,http://planetmath.org/hodgetheory,https://en.wikipedia.org/wiki/Hodge%20theory
Q131723,Microcoin,,,,,,,,,,,bitcoin,https://ncatlab.org/nlab/show/bitcoin,,,https://en.wikipedia.org/wiki/Bitcoin
Q131725517,Ultradistribution,,,,,,,,,,,ultradistribution,https://ncatlab.org/nlab/show/ultradistribution,,,https://en.wikipedia.org/wiki/Ultradistribution
Q1317359,Feynman–Kac formula,,,,,,,,,,,Feynman-Kac formula,https://ncatlab.org/nlab/show/Feynman-Kac+formula,Feynman-Kac formula,http://planetmath.org/feynmankacformula,https://en.wikipedia.org/wiki/Feynman%E2%80%93Kac%20formula
Q131752,Greatest common divisor,greatest common divisor,https://arxiv.org/pdf/1612.09375#page=118,greatest common divisor,https://mathgloss.github.io/MathGloss/chicago/greatest_common_divisor,,,,,greatest common divisor,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/GCDMonoid/Basic.html#GCDMonoid.gcd,greatest common divisor,https://ncatlab.org/nlab/show/greatest+common+divisor,greatest common divisor,http://planetmath.org/greatestcommondivisor,https://en.wikipedia.org/wiki/Greatest%20common%20divisor
Q1317672,List of curves,,,,,,,,,,,,,famous curves,http://planetmath.org/famouscurves,https://en.wikipedia.org/wiki/List%20of%20curves
Q131807628,Mackey functor,,,,,,,,,,,Mackey functor,https://ncatlab.org/nlab/show/Mackey+functor,,,https://en.wikipedia.org/wiki/Mackey%20functor
