Wikidata ID,Wikidata Label,Chicago Notes,MathLib Undergrad,Topoi,BCT,Context,nlab
[Q529752](https://www.wikidata.org/wiki/Q529752),initial and terminal objects,,,,,https://ncatlab.org/nlab/show/zero%2Bobject,
[Q6497088](https://www.wikidata.org/wiki/Q6497088),lattice,,,,,https://ncatlab.org/nlab/show/lattice%2B%28discrete%2Bsubgroup%29,
[Q10564851](https://www.wikidata.org/wiki/Q10564851),closure operator,,,,,https://ncatlab.org/nlab/show/closure%2Boperator,
[Q595298](https://www.wikidata.org/wiki/Q595298),sheaf,,,,,https://ncatlab.org/nlab/show/%C3%A9tale%2Bspace,
[Q288465](https://www.wikidata.org/wiki/Q288465),group action,,,,,https://ncatlab.org/nlab/show/transitive%2Baction,
[Q621542](https://www.wikidata.org/wiki/Q621542),commutative diagram,,,,,https://ncatlab.org/nlab/show/diagram%2Bchasing,
[Q1771501](https://www.wikidata.org/wiki/Q1771501),limit cardinal,,,,,[strong_limit](https://mathgloss.github.io/MathGloss/context/strong_limit),
[Q901718](https://www.wikidata.org/wiki/Q901718),product,,,,,[product](https://mathgloss.github.io/MathGloss/context/product),
[Q357858](https://www.wikidata.org/wiki/Q357858),adjoint functor,,,,,https://ncatlab.org/nlab/show/right%2Badjoint,
[Q1945067](https://www.wikidata.org/wiki/Q1945067),monomorphism,,,,,https://ncatlab.org/nlab/show/regular%2Bmonomorphism,
[Q1948412](https://www.wikidata.org/wiki/Q1948412),morphism,,,,,https://ncatlab.org/nlab/show/morphism,
[Q864475](https://www.wikidata.org/wiki/Q864475),functor,,,,,https://ncatlab.org/nlab/show/multifunctor,
[Q42344](https://www.wikidata.org/wiki/Q42344),cone,,,,,https://ncatlab.org/nlab/show/cone,
[Q1442189](https://www.wikidata.org/wiki/Q1442189),natural transformation,,,,,https://ncatlab.org/nlab/show/unnatural%2Bisomorphism,
[Q2844249](https://www.wikidata.org/wiki/Q2844249),regular category,,,,,https://ncatlab.org/nlab/show/regular%2Blogic,
[Q915906](https://www.wikidata.org/wiki/Q915906),presentation of a group,,,,,https://ncatlab.org/nlab/show/group%2Bpresentation,
[Q1064276](https://www.wikidata.org/wiki/Q1064276),full and faithful functor,,,,,https://ncatlab.org/nlab/show/full%2Bfunctor,
[Q17104639](https://www.wikidata.org/wiki/Q17104639),,,,,,https://ncatlab.org/nlab/show/weak%2Bhomotopy%2Bequivalence,
[Q386320](https://www.wikidata.org/wiki/Q386320),representable functor,,,,,https://ncatlab.org/nlab/show/universal%2Belement,
[Q3055409](https://www.wikidata.org/wiki/Q3055409),Karoubi envelope,,,,,https://ncatlab.org/nlab/show/split%2Bidempotent,
[Q17736](https://www.wikidata.org/wiki/Q17736),axiom,,,,,https://ncatlab.org/nlab/show/axiom,
[Q381725](https://www.wikidata.org/wiki/Q381725),exact functor,,,,,https://ncatlab.org/nlab/show/exact%2Bfunctor,
[Q1076611](https://www.wikidata.org/wiki/Q1076611),limit inferior and limit superior,,,,,https://ncatlab.org/nlab/show/inferior%2Blimit,
[Q1397439](https://www.wikidata.org/wiki/Q1397439),pullback,,,,,https://ncatlab.org/nlab/show/pullback,
[Q189112](https://www.wikidata.org/wiki/Q189112),isomorphism,,,,,https://ncatlab.org/nlab/show/isomorphism,
[Q1331373](https://www.wikidata.org/wiki/Q1331373),inaccessible cardinal,,,,,https://ncatlab.org/nlab/show/inaccessible%2Bcardinal,
[Q17099363](https://www.wikidata.org/wiki/Q17099363),nerve of a category,,,,,https://ncatlab.org/nlab/show/nerve,
[Q1082992](https://www.wikidata.org/wiki/Q1082992),equivalence of categories,,,,,https://ncatlab.org/nlab/show/equivalence%2Bof%2Bcategories,
[Q834585](https://www.wikidata.org/wiki/Q834585),semilattice,,,,,https://ncatlab.org/nlab/show/semilattice,
[Q2015432](https://www.wikidata.org/wiki/Q2015432),free loop,,,,,https://ncatlab.org/nlab/show/free%2Bloop%2Bspace,
[Q1269](https://www.wikidata.org/wiki/Q1269),jam,,,,,[preserves](https://mathgloss.github.io/MathGloss/context/preserves),
[Q3606768](https://www.wikidata.org/wiki/Q3606768),propositional function,,,,,[propositional_function](https://mathgloss.github.io/MathGloss/context/propositional_function),
[Q1224487](https://www.wikidata.org/wiki/Q1224487),equaliser,,,,,https://ncatlab.org/nlab/show/equalizer,
[Q5140810](https://www.wikidata.org/wiki/Q5140810),coequalizer,,,,,https://ncatlab.org/nlab/show/coequalizer,
[Q318737](https://www.wikidata.org/wiki/Q318737),abelian category,,,,,https://ncatlab.org/nlab/show/abelian%2Bcategory,
[Q5500202](https://www.wikidata.org/wiki/Q5500202),free category,,,,,https://ncatlab.org/nlab/show/path%2Bcategory,
[Q584521](https://www.wikidata.org/wiki/Q584521),homeomorphism,,,,,https://ncatlab.org/nlab/show/subdivision,
[Q1780005](https://www.wikidata.org/wiki/Q1780005),comma category,,,,,https://ncatlab.org/nlab/show/comma%2Bcategory,
[Q2099981](https://www.wikidata.org/wiki/Q2099981),preadditive category,,,,,https://ncatlab.org/nlab/show/pre-additive%2Bcategory,
[Q1630568](https://www.wikidata.org/wiki/Q1630568),monad,,,,,https://ncatlab.org/nlab/show/monadic%2Bfunctor,
[Q934367](https://www.wikidata.org/wiki/Q934367),function space,,,,,https://ncatlab.org/nlab/show/function%2Bspace,
[Q906456](https://www.wikidata.org/wiki/Q906456),comparison of topologies,,,,,https://ncatlab.org/nlab/show/finer%2Btopology,
[Q765994](https://www.wikidata.org/wiki/Q765994),group object,,,,,https://ncatlab.org/nlab/show/group%2Bobject,
[Q4672496](https://www.wikidata.org/wiki/Q4672496),accessible category,,,,,https://ncatlab.org/nlab/show/locally%2Bpresentable%2Bcategory,
[Q1417809](https://www.wikidata.org/wiki/Q1417809),universal property,,,,,https://ncatlab.org/nlab/show/universal%2Bconstruction,
[Q147978](https://www.wikidata.org/wiki/Q147978),Zariski topology,,,,,https://ncatlab.org/nlab/show/Zariski%2Btopology,
[Q522216](https://www.wikidata.org/wiki/Q522216),commutator subgroup,,,,,https://ncatlab.org/nlab/show/derived%2Bseries,
[Q16858946](https://www.wikidata.org/wiki/Q16858946),change of rings,,,,,https://ncatlab.org/nlab/show/restriction%2Bof%2Bscalars,
[Q6671777](https://www.wikidata.org/wiki/Q6671777),structure,,,,,[structures](https://mathgloss.github.io/MathGloss/context/structures),
[Q13416298](https://www.wikidata.org/wiki/Q13416298),initial topology,,,,,https://ncatlab.org/nlab/show/evaluation%2Bmap,
[Q8084](https://www.wikidata.org/wiki/Q8084),trigonometry,,,,,https://ncatlab.org/nlab/show/trigonometry,
[Q1945014](https://www.wikidata.org/wiki/Q1945014),monoidal category,,,,,https://ncatlab.org/nlab/show/unitor,
[Q5165409](https://www.wikidata.org/wiki/Q5165409),list of continuity-related mathematical topics,,,,,[continuity](https://mathgloss.github.io/MathGloss/context/continuity),
[Q17103860](https://www.wikidata.org/wiki/Q17103860),symmetric monoidal category,,,,,https://ncatlab.org/nlab/show/symmetric%2Bmonoidal%2Bclosed%2Bcategory,
[Q2495664](https://www.wikidata.org/wiki/Q2495664),universal coefficient theorem,,,,,https://ncatlab.org/nlab/show/universal%2Bcoefficient%2Btheorem,
[Q752487](https://www.wikidata.org/wiki/Q752487),dual space,,,,,https://ncatlab.org/nlab/show/dual%2Bvector%2Bspace,
[Q130998](https://www.wikidata.org/wiki/Q130998),equivalence relation,,,,,https://ncatlab.org/nlab/show/identification,
[Q261484](https://www.wikidata.org/wiki/Q261484),atom,,,,,https://ncatlab.org/nlab/show/atom,
[Q746083](https://www.wikidata.org/wiki/Q746083),homotopy,,,,,https://ncatlab.org/nlab/show/null%2Bhomotopy,
[Q1068976](https://www.wikidata.org/wiki/Q1068976),Hilbert's Nullstellensatz,,,,,https://ncatlab.org/nlab/show/Nullstellensatz,
[Q1571831](https://www.wikidata.org/wiki/Q1571831),ultrafilter,,,,,https://ncatlab.org/nlab/show/ultrafilter,
[Q1322614](https://www.wikidata.org/wiki/Q1322614),limit,,,,,https://ncatlab.org/nlab/show/continuous%2Bfunctor,
[Q5449247](https://www.wikidata.org/wiki/Q5449247),filtered category,,,,,https://ncatlab.org/nlab/show/filtered%2Bcolimit,
[Q320245](https://www.wikidata.org/wiki/Q320245),derived functor,,,,,https://ncatlab.org/nlab/show/derived%2Bfunctor,
[Q3062935](https://www.wikidata.org/wiki/Q3062935),F-coalgebra,,,,,https://ncatlab.org/nlab/show/coalgebra,
[Q45922](https://www.wikidata.org/wiki/Q45922),arrow,,,,,[arrows](https://mathgloss.github.io/MathGloss/context/arrows),
[Q25304059](https://www.wikidata.org/wiki/Q25304059),2-functor,,,,,https://ncatlab.org/nlab/show/2-functor,
[Q192439](https://www.wikidata.org/wiki/Q192439),domain of a function,,,,,https://ncatlab.org/nlab/show/domain,
[Q3427423](https://www.wikidata.org/wiki/Q3427423),Induced representation,,,,,https://ncatlab.org/nlab/show/induced%2Brepresentation,
[Q1579914](https://www.wikidata.org/wiki/Q1579914),monad,,,,,https://ncatlab.org/nlab/show/state%2Bmonad,
[Q1347208](https://www.wikidata.org/wiki/Q1347208),epimorphism,,,,,https://ncatlab.org/nlab/show/strong%2Bepimorphism,
[Q1491747](https://www.wikidata.org/wiki/Q1491747),Galois connection,,,,,https://ncatlab.org/nlab/show/Galois%2Bconnection,
[Q2295009](https://www.wikidata.org/wiki/Q2295009),smash product,,,,,https://ncatlab.org/nlab/show/smash%2Bproduct,
[Q1128678](https://www.wikidata.org/wiki/Q1128678),Grothendieck group,,,,,https://ncatlab.org/nlab/show/group%2Bcompletion,
[Q4915506](https://www.wikidata.org/wiki/Q4915506),biproduct,,,,,https://ncatlab.org/nlab/show/biproduct,
[Q1193137](https://www.wikidata.org/wiki/Q1193137),regular cardinal,,,,,https://ncatlab.org/nlab/show/regular%2Bcardinal,
[Q6505076](https://www.wikidata.org/wiki/Q6505076),Lawvere theory,,,,,https://ncatlab.org/nlab/show/Lawvere%2Btheory,
[Q48998319](https://www.wikidata.org/wiki/Q48998319),Frobenius reciprocity,,,,,https://ncatlab.org/nlab/show/Frobenius%2Breciprocity,
[Q3413378](https://www.wikidata.org/wiki/Q3413378),quasi-isomorphism,,,,,https://ncatlab.org/nlab/show/quasi-isomorphism,
[Q1773982](https://www.wikidata.org/wiki/Q1773982),Kleisli category,,,,,https://ncatlab.org/nlab/show/Kleisli%2Btriple,
[Q5051825](https://www.wikidata.org/wiki/Q5051825),categorification,,,,,https://ncatlab.org/nlab/show/decategorification,
[Q2291918](https://www.wikidata.org/wiki/Q2291918),skeleton,,,,,https://ncatlab.org/nlab/show/skeleton,
[Q1454165](https://www.wikidata.org/wiki/Q1454165),free product,,,,,https://ncatlab.org/nlab/show/free%2Bproduct%2Bof%2Bgroups,
[Q3489713](https://www.wikidata.org/wiki/Q3489713),solenoid,,,,,https://ncatlab.org/nlab/show/solenoid,
[Q177239](https://www.wikidata.org/wiki/Q177239),limit,,,,,https://ncatlab.org/nlab/show/limit,
[Q261527](https://www.wikidata.org/wiki/Q261527),linear functional,,,,,https://ncatlab.org/nlab/show/linear%2Bfunctional,
[Q7980190](https://www.wikidata.org/wiki/Q7980190),Weil restriction,,,,,[restriction_of_scalars](https://mathgloss.github.io/MathGloss/context/restriction_of_scalars),
[Q140283](https://www.wikidata.org/wiki/Q140283),essentially surjective functor,,,,,https://ncatlab.org/nlab/show/essentially%2Bsurjective%2Bfunctor,
