Wikidata ID,Wikidata Label,Chicago,Mathlib,nLab,Context,PlanetMath
[Q2634401](https://www.wikidata.org/wiki/Q2634401),Boolean ring,,,[Boolean ring](https://ncatlab.org/nlab/show/Boolean%20ring),,[Boolean ring](http://planetmath.org/booleanring)
[Q17020770](https://www.wikidata.org/wiki/Q17020770),Boolean-valued function,,,[boolean-valued function](https://ncatlab.org/nlab/show/boolean-valued%20function),,[Boolean-valued function](http://planetmath.org/booleanvaluedfunction)
[Q2546666](https://www.wikidata.org/wiki/Q2546666),Bordism,,,[cobordism theory](https://ncatlab.org/nlab/show/cobordism%20theory),,[oriented cobordism](http://planetmath.org/orientedcobordism)
[Q4944906](https://www.wikidata.org/wiki/Q4944906),Borel determinacy,[Gale-Stewart game](https://mathgloss.github.io/MathGloss/chicago/gale-stewart_game),,,,
[Q892585](https://www.wikidata.org/wiki/Q892585),Borel measure,,,[Borel measure](https://ncatlab.org/nlab/show/Borel%20measure),,[Borel measure](http://planetmath.org/borelmeasure)
[Q1080067](https://www.wikidata.org/wiki/Q1080067),Borel set,[Borel σ-algebra](https://mathgloss.github.io/MathGloss/chicago/borel_σ-algebra),[Borel sigma-algebras](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/MeasureTheory/Constructions/BorelSpace/Basic.html#BorelSpace),[Borel subset](https://ncatlab.org/nlab/show/Borel%20subset),,[Borel σ-algebra](http://planetmath.org/borelsigmaalgebra)
[Q4944913](https://www.wikidata.org/wiki/Q4944913),Borel subgroup,,,[parabolic subgroup](https://ncatlab.org/nlab/show/parabolic%20subgroup),,[parabolic subgroup](http://planetmath.org/parabolicsubgroup)
[Q894008](https://www.wikidata.org/wiki/Q894008),Bornological space,,,[bornological space](https://ncatlab.org/nlab/show/bornological%20space),,[bornological space](http://planetmath.org/bornologicalspace)
[Q875399](https://www.wikidata.org/wiki/Q875399),Boundary (topology),[boundary](https://mathgloss.github.io/MathGloss/chicago/boundary),,[boundary](https://ncatlab.org/nlab/show/boundary),[boundary](https://mathgloss.github.io/MathGloss/context/boundary),
[Q2267362](https://www.wikidata.org/wiki/Q2267362),Bounded function,,,[bounded function](https://ncatlab.org/nlab/show/bounded%20function),,[bounded function](http://planetmath.org/boundedfunction)
[Q2342396](https://www.wikidata.org/wiki/Q2342396),Bounded linear map,,,[bounded operator](https://ncatlab.org/nlab/show/bounded%20operator),,[bounded operator](http://planetmath.org/boundedoperator)
[Q726212](https://www.wikidata.org/wiki/Q726212),Bounded set,[bounded](https://mathgloss.github.io/MathGloss/chicago/bounded),,[bounded set](https://ncatlab.org/nlab/show/bounded%20set),,[bounded set](http://planetmath.org/boundedset)
[Q829653](https://www.wikidata.org/wiki/Q829653),Bounded variation,[bounded variation](https://mathgloss.github.io/MathGloss/chicago/bounded_variation),,,,[BV function](http://planetmath.org/bvfunction)
[Q4951625](https://www.wikidata.org/wiki/Q4951625),Box topology,,,[box topology](https://ncatlab.org/nlab/show/box%20topology),,[box topology](http://planetmath.org/boxtopology)
[Q220409](https://www.wikidata.org/wiki/Q220409),Braid theory,,,[braid group](https://ncatlab.org/nlab/show/braid%20group),,[braid group](http://planetmath.org/braidgroup)
[Q900456](https://www.wikidata.org/wiki/Q900456),Brauer group,,,[Brauer group](https://ncatlab.org/nlab/show/Brauer%20group),,[Brauer group](http://planetmath.org/brauergroup)
[Q178036](https://www.wikidata.org/wiki/Q178036),Brownian movement,,,[Brownian motion](https://ncatlab.org/nlab/show/Brownian%20motion),,[Brownian motion](http://planetmath.org/brownianmotion)
[Q4978699](https://www.wikidata.org/wiki/Q4978699),Bruhat decomposition,,,[Bruhat decomposition](https://ncatlab.org/nlab/show/Bruhat%20decomposition),,[Bruhat decomposition](http://planetmath.org/bruhatdecomposition)
[Q1047307](https://www.wikidata.org/wiki/Q1047307),Bundle (mathematics),[bundle](https://mathgloss.github.io/MathGloss/chicago/bundle),,[bundle](https://ncatlab.org/nlab/show/bundle),,
[Q1010269](https://www.wikidata.org/wiki/Q1010269),Burali-Forti paradox,,,[Burali-Forti's paradox](https://ncatlab.org/nlab/show/Burali-Forti%27s%20paradox),,[Burali-Forti paradox](http://planetmath.org/buralifortiparadox)
[Q5000158](https://www.wikidata.org/wiki/Q5000158),Burnside ring,,,[Burnside ring](https://ncatlab.org/nlab/show/Burnside%20ring),,[Burnside ring](http://planetmath.org/burnsidering)
[Q377166](https://www.wikidata.org/wiki/Q377166),Byholomorphy,,,[biholomorphic function](https://ncatlab.org/nlab/show/biholomorphic%20function),,[biholomorphically equivalent](http://planetmath.org/biholomorphicallyequivalent)
[Q2386260](https://www.wikidata.org/wiki/Q2386260),Bézout domain,,,[Bézout domain](https://ncatlab.org/nlab/show/B%C3%A9zout%20domain),,[Bezout domain](http://planetmath.org/bezoutdomain)
[Q216861](https://www.wikidata.org/wiki/Q216861),Calculus of variations,,,[variational calculus](https://ncatlab.org/nlab/show/variational%20calculus),,[calculus of variations](http://planetmath.org/calculusofvariations)
[Q616653](https://www.wikidata.org/wiki/Q616653),Cantor space,,,[Cantor space](https://ncatlab.org/nlab/show/Cantor%20space),,[Cantor space](http://planetmath.org/cantorspace)
[Q273188](https://www.wikidata.org/wiki/Q273188),CantorSet,[Cantor set](https://mathgloss.github.io/MathGloss/chicago/cantor_set),,,,[Cantor set](http://planetmath.org/cantorset)
[Q5034459](https://www.wikidata.org/wiki/Q5034459),Cap product,,,[slant product](https://ncatlab.org/nlab/show/slant%20product),,[cap product](http://planetmath.org/capproduct)
[Q163875](https://www.wikidata.org/wiki/Q163875),Cardinal numbers,,,[infinite cardinal](https://ncatlab.org/nlab/show/infinite%20cardinal),,[cardinal number](http://planetmath.org/cardinalnumber)
[Q4049983](https://www.wikidata.org/wiki/Q4049983),Cardinality,,,,[cardinality](https://mathgloss.github.io/MathGloss/context/cardinality),[cardinality](http://planetmath.org/cardinality)
[Q2912114](https://www.wikidata.org/wiki/Q2912114),Cartan algebra,,,[Cartan subalgebra](https://ncatlab.org/nlab/show/Cartan%20subalgebra),,[rank (Lie algebra)](http://planetmath.org/rankliealgebra)
[Q1725874](https://www.wikidata.org/wiki/Q1725874),Cartesian closed category,,,[locally cartesian closed category](https://ncatlab.org/nlab/show/locally%20cartesian%20closed%20category),[cartesian closed category](https://mathgloss.github.io/MathGloss/context/cartesian_closed_category),
[Q62912](https://www.wikidata.org/wiki/Q62912),Cartesian coordinates,,,[cartesian space](https://ncatlab.org/nlab/show/cartesian%20space),,[Cartesian coordinates](http://planetmath.org/cartesiancoordinates)
[Q1047475](https://www.wikidata.org/wiki/Q1047475),Casimir element,,,[Casimir operator](https://ncatlab.org/nlab/show/Casimir%20operator),,[Casimir operator](http://planetmath.org/casimiroperator)
[Q270513](https://www.wikidata.org/wiki/Q270513),Catalan number,,,[Catalan number](https://ncatlab.org/nlab/show/Catalan%20number),,[Catalan numbers](http://planetmath.org/catalannumbers)
[Q5051825](https://www.wikidata.org/wiki/Q5051825),Categorification,,,[decategorification](https://ncatlab.org/nlab/show/decategorification),[categorification](https://mathgloss.github.io/MathGloss/context/categorification),
[Q719395](https://www.wikidata.org/wiki/Q719395),Category (mathematics),[category](https://mathgloss.github.io/MathGloss/chicago/category),,[small category](https://ncatlab.org/nlab/show/small%20category),[objects](https://mathgloss.github.io/MathGloss/context/objects),
[Q5051844](https://www.wikidata.org/wiki/Q5051844),Category of elements,,,[category of elements](https://ncatlab.org/nlab/show/category%20of%20elements),[category of elements](https://mathgloss.github.io/MathGloss/context/category_of_elements),
[Q48999031](https://www.wikidata.org/wiki/Q48999031),Category of representations,,,[category of representations](https://ncatlab.org/nlab/show/category%20of%20representations),,[category of representations](http://planetmath.org/categoryofrepresentations)
[Q2518298](https://www.wikidata.org/wiki/Q2518298),Category of sets,[category of sets](https://mathgloss.github.io/MathGloss/chicago/category_of_sets),,,,
[Q769374](https://www.wikidata.org/wiki/Q769374),Cauchy principal value,,,[Cauchy principal value](https://ncatlab.org/nlab/show/Cauchy%20principal%20value),,[Cauchy principal part integral](http://planetmath.org/cauchyprincipalpartintegral)
[Q217847](https://www.wikidata.org/wiki/Q217847),Cauchy sequence,[Cauchy sequence](https://mathgloss.github.io/MathGloss/chicago/cauchy_sequence),[Cauchy sequences](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Topology/UniformSpace/Cauchy.html#CauchySeq),[Cauchy sequence](https://ncatlab.org/nlab/show/Cauchy%20sequence),,[Cauchy sequence](http://planetmath.org/cauchysequence)
[Q622741](https://www.wikidata.org/wiki/Q622741),Cauchy–Riemann equations,,,[Cauchy-Riemann equation](https://ncatlab.org/nlab/show/Cauchy-Riemann%20equation),,[Cauchy-Riemann equations](http://planetmath.org/cauchyriemannequations)
[Q859174](https://www.wikidata.org/wiki/Q859174),Cayley graph,,,[Cayley graph](https://ncatlab.org/nlab/show/Cayley%20graph),,[Cayley graph](http://planetmath.org/cayleygraph)
[Q1756828](https://www.wikidata.org/wiki/Q1756828),Cayley–Dickson construction,,,[Cayley-Dickson construction](https://ncatlab.org/nlab/show/Cayley-Dickson%20construction),,[Cayley-Dickson construction](http://planetmath.org/cayleydicksonconstruction)
[Q3139849](https://www.wikidata.org/wiki/Q3139849),Cellular homology,[cellular homology groups](https://mathgloss.github.io/MathGloss/chicago/cellular_homology_groups),,[cellular homology](https://ncatlab.org/nlab/show/cellular%20homology),,[cellular homology](http://planetmath.org/cellularhomology)
[Q1195852](https://www.wikidata.org/wiki/Q1195852),Center (group theory),[center of a group](https://mathgloss.github.io/MathGloss/chicago/center_of_a_group),,,[center](https://mathgloss.github.io/MathGloss/context/center),[center of a group](http://planetmath.org/centerofagroup)
[Q5062139](https://www.wikidata.org/wiki/Q5062139),Central product,,,[central product of groups](https://ncatlab.org/nlab/show/central%20product%20of%20groups),,[central product of groups](http://planetmath.org/centralproductofgroups)
[Q2428439](https://www.wikidata.org/wiki/Q2428439),Central simple algebra,,,[Schur index](https://ncatlab.org/nlab/show/Schur%20index),,[central simple algebra](http://planetmath.org/centralsimplealgebra)
[Q190629](https://www.wikidata.org/wiki/Q190629),Centralizer and normalizer,[centralizer of a subset](https://mathgloss.github.io/MathGloss/chicago/centralizer_of_a_subset),,[normalizer](https://ncatlab.org/nlab/show/normalizer),,[normalizer](http://planetmath.org/normalizer)
[Q511093](https://www.wikidata.org/wiki/Q511093),Centroid,[centroid](https://mathgloss.github.io/MathGloss/chicago/centroid),,,,[centroid](http://planetmath.org/centroid)
[Q4504468](https://www.wikidata.org/wiki/Q4504468),Chain (algebraic topology),[n-chain](https://mathgloss.github.io/MathGloss/chicago/n-chain),,,,
[Q230797](https://www.wikidata.org/wiki/Q230797),Chain (disambiguation),,,[chain](https://ncatlab.org/nlab/show/chain),,[chain](http://planetmath.org/chain)
[Q1143328](https://www.wikidata.org/wiki/Q1143328),Chain complex,[chain complex](https://mathgloss.github.io/MathGloss/chicago/chain_complex),,[double complex](https://ncatlab.org/nlab/show/double%20complex),[chain complex](https://mathgloss.github.io/MathGloss/context/chain_complex),
[Q207455](https://www.wikidata.org/wiki/Q207455),Chain rule,,[chain rule](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Analysis/Calculus/FDeriv/Comp.html#fderiv.comp),[chain rule](https://ncatlab.org/nlab/show/chain%20rule),,[chain rule (several variables)](http://planetmath.org/chainruleseveralvariables)
[Q810255](https://www.wikidata.org/wiki/Q810255),Change of basis,,[change of basis](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/LinearAlgebra/Matrix/Basis.html#basis_toMatrix_mul_linearMap_toMatrix_mul_basis_toMatrix),,,[change of basis](http://planetmath.org/changeofbasis)
[Q1934165](https://www.wikidata.org/wiki/Q1934165),Change of variables,,[change of variable](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/MeasureTheory/Integral/FundThmCalculus.html#intervalIntegral.integral_comp_smul_deriv),,,
[Q166314](https://www.wikidata.org/wiki/Q166314),Chaos theory,,,[chaos](https://ncatlab.org/nlab/show/chaos),,[chaotic dynamical system](http://planetmath.org/chaoticdynamicalsystem)
[Q5072826](https://www.wikidata.org/wiki/Q5072826),Chaotic,,,,[chaotic](https://mathgloss.github.io/MathGloss/context/chaotic),
[Q1062934](https://www.wikidata.org/wiki/Q1062934),Character (mathematics),,,[character](https://ncatlab.org/nlab/show/character),,[character](http://planetmath.org/character)
[Q11498021](https://www.wikidata.org/wiki/Q11498021),Character tables,[character table](https://mathgloss.github.io/MathGloss/chicago/character_table),,,,
[Q600043](https://www.wikidata.org/wiki/Q600043),Character theory,,,[irreducible character](https://ncatlab.org/nlab/show/irreducible%20character),,[orthogonality relations](http://planetmath.org/orthogonalityrelations)
[Q836088](https://www.wikidata.org/wiki/Q836088),Characteristic (algebra),,[characteristic p](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Algebra/CharP/Defs.html#CharP),[prime field](https://ncatlab.org/nlab/show/prime%20field),,[prime subfield](http://planetmath.org/primesubfield)
[Q849705](https://www.wikidata.org/wiki/Q849705),Characteristic polynomial,[characteristic polynomial](https://mathgloss.github.io/MathGloss/chicago/characteristic_polynomial),[characteristic polynomial](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/LinearAlgebra/Matrix/Charpoly/Basic.html#Matrix.charpoly),[characteristic polynomial](https://ncatlab.org/nlab/show/characteristic%20polynomial),,[characteristic polynomial](http://planetmath.org/characteristicpolynomial)
[Q747027](https://www.wikidata.org/wiki/Q747027),Characteristic subgroup,[characteristic subgroup](https://mathgloss.github.io/MathGloss/chicago/characteristic_subgroup),,,,[fully invariant subgroup](http://planetmath.org/fullyinvariantsubgroup)
[Q360446](https://www.wikidata.org/wiki/Q360446),Characteristics,,,[characteristic](https://ncatlab.org/nlab/show/characteristic),,[characteristic](http://planetmath.org/characteristic)
[Q249514](https://www.wikidata.org/wiki/Q249514),Chebyshev's inequality,,[Chebychev inequality](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Probability/Variance.html#ProbabilityTheory.meas_ge_le_variance_div_sq),,,[Chebyshev’s inequality](http://planetmath.org/chebyshevsinequality1)
[Q2513496](https://www.wikidata.org/wiki/Q2513496),Choice function,,,[choice function](https://ncatlab.org/nlab/show/choice%20function),,[choice function](http://planetmath.org/choicefunction)
[Q190913](https://www.wikidata.org/wiki/Q190913),Chomsky hierarchy,,,[Chomsky hierarchy](https://ncatlab.org/nlab/show/Chomsky%20hierarchy),,[Chomsky hierarchy](http://planetmath.org/chomskyhierarchy)
[Q18205969](https://www.wikidata.org/wiki/Q18205969),Choquet game,[Choquet game](https://mathgloss.github.io/MathGloss/chicago/choquet_game),,,,
[Q847816](https://www.wikidata.org/wiki/Q847816),Christoffel symbol,,,[Christoffel symbols](https://ncatlab.org/nlab/show/Christoffel%20symbols),,[Christoffel symbols](http://planetmath.org/christoffelsymbols)
[Q1089708](https://www.wikidata.org/wiki/Q1089708),Church numeral,,,[Church numeral](https://ncatlab.org/nlab/show/Church%20numeral),,[Church integer](http://planetmath.org/churchinteger)
[Q17278](https://www.wikidata.org/wiki/Q17278),Circle,,,[circle](https://ncatlab.org/nlab/show/circle),,[circle](http://planetmath.org/circle)
[Q217594](https://www.wikidata.org/wiki/Q217594),Class (set theory),,,[class](https://ncatlab.org/nlab/show/class),,[class](http://planetmath.org/class)
