Wikidata ID,Title,Link,Label,Layer,Score,Reason,Alternates,Provenance
Q106517809,limit,https://emilyriehl.github.io/files/context.pdf#page=91,limit,layer3.csv,1.000,exact_letters,Q112609197 (1.000; exact_letters) Limit [layer5.csv]; Q123514528 (1.000; exact_letters) limit [layer4.csv]; Q1322614 (1.000; exact_letters) limit [layer1.csv]; Q136036266 (1.000; exact_letters) limit [layer2.csv],layer_match
Q111204834,colimit,https://emilyriehl.github.io/files/context.pdf#page=91,colimit,layer1.csv,1.000,exact_letters,,layer_match
Q1442189,constant natural transformation,https://emilyriehl.github.io/files/context.pdf#page=92,natural transformation,layer4.csv,0.867,token_jaccard=0.67,,layer_match
Q1635267,cone,https://emilyriehl.github.io/files/context.pdf#page=92,cone,layer2.csv,1.000,exact_letters,Q42344 (1.000; exact_letters) cone [layer4.csv]; Q493171 (1.000; exact_letters) cone [layer3.csv]; Q66563361 (1.000; exact_letters) cone [layer4.csv],layer_match
Q1397439,pullback,https://emilyriehl.github.io/files/context.pdf#page=96,pullback,layer2.csv,1.000,exact_letters,Q25345330 (1.000; exact_letters) pullback [layer3.csv]; Q978505 (1.000; exact_letters) pullback [layer3.csv],layer_match
Q1640811,fiber,https://emilyriehl.github.io/files/context.pdf#page=97,fiber,layer3.csv,1.000,exact_letters,,layer_match
Q2634828,inverse limit,https://emilyriehl.github.io/files/context.pdf#page=98,inverse limit,layer2.csv,1.000,exact_letters,,layer_match
Q692689,coproduct,https://emilyriehl.github.io/files/context.pdf#page=99,coproduct,layer2.csv,1.000,exact_letters,,layer_match
Q5140810,coequalizer,https://emilyriehl.github.io/files/context.pdf#page=99,coequalizer,layer2.csv,1.000,exact_letters,,layer_match
Q48893562,fork,https://emilyriehl.github.io/files/context.pdf#page=99,fork,layer5.csv,1.000,exact_letters,Q784753 (1.000; exact_letters) fork [layer4.csv],layer_match
Q1633079,pushout,https://emilyriehl.github.io/files/context.pdf#page=99,pushout,layer2.csv,1.000,exact_letters,,layer_match
Q906015,direct limit,https://emilyriehl.github.io/files/context.pdf#page=99,direct limit,layer2.csv,1.000,exact_letters,,layer_match
Q12510,torus,https://emilyriehl.github.io/files/context.pdf#page=99,torus,layer4.csv,1.000,exact_letters,,layer_match
Q2156511,cokernel,https://emilyriehl.github.io/files/context.pdf#page=100,cokernel,layer3.csv,1.000,exact_letters,,layer_match
Q123738054,union,https://emilyriehl.github.io/files/context.pdf#page=100,Union,layer5.csv,1.000,exact_letters,Q185359 (1.000; exact_letters) union [layer4.csv]; Q2669934 (1.000; exact_letters) UNION [layer5.csv],layer_match
Q13582243,direct sum,https://emilyriehl.github.io/files/context.pdf#page=101,direct sum,layer3.csv,1.000,exact_letters,,layer_match
Q11317757,guess and check,https://emilyriehl.github.io/files/context.pdf#page=101,Check and Check,layer5.csv,0.867,token_jaccard=0.67,,layer_match
Q4370335,complete category,https://emilyriehl.github.io/files/context.pdf#page=103,complete category,layer3.csv,1.000,exact_letters,Q121504772 (0.867; token_jaccard=0.67) finitely complete category [layer5.csv],layer_match
Q47007889,cocomplete category,https://emilyriehl.github.io/files/context.pdf#page=103,cocomplete category,layer3.csv,1.000,exact_letters,Q121504773 (0.867; token_jaccard=0.67) finitely cocomplete category [layer5.csv],layer_match
Q217608,fixed point,https://emilyriehl.github.io/files/context.pdf#page=105,fixed point,layer2.csv,1.000,exact_letters,Q131832357 (0.867; token_jaccard=0.67) fixed point theory [layer3.csv]; Q2976255 (0.867; token_jaccard=0.67) fixed-point combinator [layer5.csv]; Q1030759 (0.867; token_jaccard=0.67) fixed-point iteration [layer4.csv]; Q5456331 (0.867; token_jaccard=0.67) fixed-point property [layer3.csv],layer_match
Q6047782,internal category,https://emilyriehl.github.io/files/context.pdf#page=107,internal category,layer1.csv,1.000,exact_letters,,layer_match
Q38034847,create,https://emilyriehl.github.io/files/context.pdf#page=108,create,layer4.csv,1.000,exact_letters,,layer_match
